31561610|145|17359.39
31620M10|368|27717.72
31620M10|650|50823.5
31677310|826|17882.82
32051710|1128|17269.57
33829M10|195|7852.65
33829M10|263|10520
33829M10|38|1483.52
34484910|250|17200
34484910|5|337.75
34484910|110|7796.79
34959J10|361|17237.71
34964C10|325|17276.97
34964C10|11|598.62
35179310|428|7781.04
35179310|584|10423.96
35179310|56|966
35179310|91|1502.41
35179310|32|511.33
35179310|57|858.42
35179310|44|638.44
35179310|8|112.4
36476010|347|7814.41
36476010|403|9643.75
36476010|68|1536.8
37045V10|1768|55815.58
37190110|1026|17359.92
37555810|854|56970.25
37555810|674|45407.38
37555810|14|909.86
38255010|25|770.23
38255010|542|17403.57
38480210|83|17229.77
38480210|2|445.72
38480210|12|2258.28
38480210|6|1055.4
40412C10|335|24836.57
40414L10|490|16943.81
40414L10|13|439.4
40414L10|94|2773.85
40414L10|9|268.29
40430310|230|7818.85
40430310|299|10164.51
40430310|10|336.45
40434L10|2233|31060.81
40650V10|210|7814.08
40650V10|281|10239.14
40650V10|9|339.65
40650V10|4|149.28
40650V10|7|249.69
41282210|306|17273.67
41282210|6|350.69
41282210|11|618.86
41282210|8|465.92
41282210|2|110.68
41282210|10|532.6
41387510|188|17198.22
41387510|2|180.3
41651510|399|17356.5
41651510|155|7329.95
42226A10|193|7845.45
42226A10|218|10162.98
42226A10|25|1109
42226A10|17|714.15
42786610|179|17260.95
42786610|1|100.73
43610610|688|17241.22
43610610|26|623.74
43644010|472|17227.95
43707610|1490|183387.71
43707610|271|36465.73
44485910|174|30317.59
44615010|1620|17155.64
44641310|108|17213.03
45168D10|161|17123.96
45168D10|2|212.08
45232710|178|24809.62
45232710|25|3404.25
45232710|2|242.1
45256B10|600|7860
45256B10|766|10302.7
45256B10|494|4940
45256B10|279|2481.71
45781M10|734|7839.05
45781M10|841|9764.01
45781M10|144|1522.07
45798520|426|17634.25
45798520|36|1391.58
45814010|5870|204862.58
45866F10|720|38331.35
45867G10|38|3045.51
46120210|247|26703.15
46120210|994|113991.32
46603210|143|17252.94
46603210|1|121.01
46603210|1|126.97
46625H10|4416|381263.54
46631310|793|17247.67
46631310|35|738.5
47714310|970|17120.5
47714310|10|174.5
47783910|238|17277.61
47816010|3324|381582.25
47816010|537|60930.71
48123V10|30|2216.25
48203R10|661|17298.3
48248010|230|17293.7
48586510|411|7739.09
48586510|593|10839.98
48586510|6|110.22
48783610|232|17249.18
48783610|6|444.66
48783610|8|576.64
48783610|8|574.64
48783610|5|372.75
48783610|2|144.46
49326710|1214|17226.54
49326710|72|1236.95
49338L10|526|17280.36
49436810|407|46259.69
50064320|80|2023.2
50064320|603|15332.29
50075410|512|44774.4
50075410|2|171.92
50217510|34|1562.17
50241310|116|17316.48
50241310|7|972.92
50540R40|138|17186.9
50540R40|2|248.44
50540R40|84|10568.03
51280710|199|19486.06
51327210|119|4026.83
51327210|369|13823.66
52466010|384|17274.04
52466010|4|199.48
52532710|415|17313.8
52605710|419|17268.18
52610710|119|17316.88
52610710|2|301.94
53220K50|77|7814.73
53220K50|99|10134.3
53220K50|8|837.91
53245710|1584|116344.64
53418710|330|20882.37
53679710|82|7825.25
53679710|99|9775.26
53679710|17|1656.97
53679710|6|555
53679710|23|1907.16
53983010|272|67986.13
53983010|123|32979.99
54142L10|35.2231|3471.29
54142L10|15.7769|1610.25
54866110|1019|68690.69
54866110|109|7777.14
55261F10|144|17282.87
55261F10|64|9047.62
55306N10|356|17361.35
55353010|242|17189.68
55353010|2|142.82
56585A10|642|28500.49
57328410|98|17452.82
57459910|563|17216.54
57459910|5|161.74
57479510|285|17604.42
58013510|985|110467.75
58013510|215|26318.13
58155Q10|2|244.34
58155Q10|128|17841.91
58155Q10|3|431.16
58283910|213|17255.11
58283910|14|1069.31
58283910|17|1223.32
58283910|3|216.15
58283910|3|219.36
58283910|6|427.5
58283910|6|417.95
58468810|230|7859.45
58468810|290|10010.77
58933Y10|294|18157.41
58933Y10|2|133.4
58933Y10|325|20981.97
58933Y10|126|7988.39
58933Y10|228|14676.34
58933Y10|147|9297.74
58943310|358|17416.7
58943310|17|772.63
59156R10|558|27938.01
59491810|9690|588404.8
59491810|1574|95022.22
59511210|1337|23638.16
59513710|411|17302.35
59522J10|191|17619.75
59522J10|8|707.12
60877T10|521|7835.84
60877T10|609|9798.81
60877T10|135|1923.08
60877T10|122|1676.89
60877T10|44|586.96
61166W10|530|53667.75
61174X10|263|11711.36
61174X10|155|6794.7
61174X10|17|713.32
61174X10|21|884.1
61539420|300|17275
61945C10|693|17262.6
61945C10|21|503.79
61945C10|75|1756.49
61945C10|7|160.51
62007630|234|17252.82
62944T10|12|18572.52
63007710|36|888.84
63110310|267|17267.26
63110310|4|260.64
63110310|3|207.27
63707110|479|17478.71
63707110|34|1131.18
63721510|198|17126.01
63721510|3|283.8
63938C10|1322|17318.07
64026810|1345|17588.6
64026810|119|1449.3
64026810|56|663.59
64110D10|509|17316.13
64110L10|478|59420.18
65011110|1516|17433.85
65011110|41|455.1
65163910|475|16524.78
65163910|40|1411.6
65163910|47|1610.22
65163910|23|754.63
65163910|6|194.34
65163910|81|2811.92
65410610|347|18144.28
66611T10|1070|17321.3
66611T10|6|101.46
66680710|174|39689.4
67066G10|720|51837.52
67070410|273|17622.15
67523210|684|17346.24
67523210|47|1105.44
68066520|800|17448
68193610|56|1635.75
68193610|518|16348.16
68193610|13|427.31
68193610|24|746.4
68557N10|231|17281.11
69347510|473|52209.69
69370C10|393|17217.29
69515610|213|17293.45
69840W10|90|17180.09
69881310|90|7865.61
69881310|126|10594.07
69881310|27|2141.37
69881310|5|383.08
71708110|7365|238785.3
71708110|866|27354.34
71708110|1142|37200.65
73106810|224|17244.64
73106810|2|151.46
73106810|10|786.79
73744610|219|17169.38
73744610|2|155.1
73744610|13|985.14
73744610|2|154.42
74164M10|313|17397.8
74296210|380|17263.4
74331510|527|17598.8
74331510|4|134.96
74432010|560|55607.44
74460D10|112|23887.35
74460D10|98|20470.24
74754510|100|1490
74754510|991|15783.85
74754510|44|700.04
74754510|8|128.4
74762E10|612|17348.54
74834L10|215|17191.19
74834L10|30|2639.1
74909E10|1026|7848.8
74909E10|1121|9438.71
74909E10|120|1023
74909E10|323|2390.17
74909E10|847|4574.27
74909E10|733|3327.75
74909E10|287|1182.41
74909E10|1967|5517.33
75473010|294|17334.24
75511150|304|43186.24
75610910|54|3044.33
75610910|251|14728.68
75610910|11|666.49
75610910|9|526.59
75610910|5|278.65
75610910|11|586.63
75886F10|96|34972.8
75886F10|1|351.31
75886F10|21|7824.92
7591EP10|1611|17286.03
7591EP10|66|870.53
76075910|335|17249.12
76115210|285|17142.72
76115210|7|422.38
76115210|7|417.69
76171310|852|46152.84
76171310|399|21873.14
77434110|201|18178.42
77434110|93|9046.58
77829610|437|28872.55
78411710|383|17246.49
78411710|3|134.22
78486Q10|140|17338.99
79466L30|794|59621.46
79466L30|56|4087.44
79466L30|3|212.31
80640710|115|17155.69
80640710|78|11711.69
80851310|1507|48480.19
80851310|33|1270.83
80862510|250|17359.01
81106510|263|17331.7
81106510|7|446.8
81211K10|400|17339
81211K10|7|331.65
81211K10|10|458.3
81211K10|17|739.67
81211K10|4|171.08
82434810|69|17285.12
82669G10|149|17391.28
83056610|316|7827.32
83056610|413|10155.67
83056610|12|295.92
83056610|5|128.35
83056610|15|363.9
83088M10|229|17758.95
83088M10|8|607.11
83186520|380|17343.18
83186520|3|135.78
83269640|131|17126.93
83269640|8|1017.92
83269640|1|129.45
83269640|2|256.58
83269640|1|131.38
83269640|3|383.67
84474110|710|27455.7
84474110|30|1422.6
85208M10|824|17551.2
85208M10|35|719.95
85208M10|24|489.6
85208M10|50|976.46
85208M10|18|343.07
85208M10|44|810.04
85208M10|44|811.36
85285720|3|323.24
85285720|83|9173.58
85285720|64|7676.8
85503010|2303|17295.3
85524410|1703|91468.13
85524410|613|34254.44
85747710|397|30743.68
85811910|650|17322.44
85891210|223|17161.08
85891210|9|684.8
85891210|15|1079.7
86791410|573|26059.98
86845910|303|7770.44
86845910|370|9869.75
86845910|62|1608.59
87150310|811|20307.36
87150310|171|4187.62
87160710|295|17274.91
87161C50|522|17262.54
87182910|676|32052.84
87182910|289|15530.57
87254010|636|47165.7
87254010|1231|93063.48
87405410|382|17289.28
87405410|3|134.19
87901J10|871|17332.81
88033G40|526|7863.17
88033G40|532|9166.36
88033G40|28|488.04
88033G40|71|1130.32
88077010|785|17293.55
88160910|207|17396.28
88160910|2|169.2
88160910|10|835.49
88160910|5|399.7
88160910|2|161.24
88160910|9|717.75
88250810|1220|87533.78
88654710|235|17305.17
88654710|100|7768
88731730|929|82832.21
88947810|616|17315.76
88947810|8|220.56
89051610|503.67|17269.48
89051610|2.33|83.79
89109210|368|17270.2
89190610|339|17319.51
89190610|2|100.5
89190610|39|1936.7
89235610|273|17226.3
89235610|2|124.22
89235610|19|1205.74
89235610|5|309.18
89235610|13|753.74
89469A10|255|17778.6
89469A10|2|143.28
89623910|600|17273.4
89623910|17|471.41
90130A10|278|7811.77
90130A10|316|9464.2
90130A10|6|179.76
90130A10|44|1254
90130A10|31|830.49
90130A20|287|7823.62
90130A20|325|9558.06
90130A20|42|1178.52
90130A20|25|666.5
90265310|507|17298.79
90265310|12|408.72
90265310|5|168.45
90265310|4|137.64
90265310|7|248.71
90297330|369|18959.18
90297330|574|28883.68
90384S30|75|18473.99
90384S30|30|7697.7
91004710|325|17663.75
91004710|34|2335.12
91136310|186|17831.8
91307C10|154|17466.19
91324P10|1169|166334.41
91324P10|175|26298.98
91324P10|48|7717.84
91819410|274|17204.46
91819410|5|309.4
91819410|5|316.2
91913Y10|527|31424.96
92035510|165|17351.38
92035510|8|815.84
92035510|1|102.25
92035510|2|205.64
92343E10|219|17370.86
92343E10|4|316.24
92553P20|458|17321.51
92553P20|19|704.52
92553P20|4|148.8
92553P20|25|901.25
92553P20|32|1074.21
92827P10|67|1560.3
92916010|154|17309.38
92916010|7|826.56
93114210|602|44216.35
93114210|236|17756.62
93142710|1079|89006.6
94106L10|269|17236.52
94946T10|150|17249.99
94974610|5663|293775.25
95530610|245|17260.25
95810210|349|19515.05
96145D10|350|17797.48
96145D10|5|257.6
96332010|115|17155.59
96683710|608|17261.12
96683710|6|177.87
96683710|12|369.24
96683710|34|979.2
96990410|161|7811.72
96990410|209|10126.03
96990410|13|620.23
96990410|5|245.75
96990410|9|429.3
97809710|353|7783.61
97809710|419|9762.66
97809710|13|302.38
98391910|343|17276.88
98433210|1141|48036.1
98433210|485|19846.15
98849810|405|24879.84
98850P10|405|9852.92
98956P10|76|7877.39
98956P10|84|9644.57
98956P10|2|237.86
98970110|458|17733.71
98970110|15|595.8
98978V10|621|30329.64
98978V10|167|8336.64
98978V10|166|8907.54
G0177J10|461|96992.1
G3223R10|84|17615.42
G4388N10|217|17292.73
G4388N10|2|160.69
G5150210|423|18248.18
G5150210|4|169.48
G5150210|23|981.64
G5150210|10|414.29
G5753U11|1247|17330.72
G5753U11|10|136.45
G5753U11|27|403.52
G5753U11|100|1359.5
G5753U11|179|2156.06
G5753U11|12|142.14
G5753U11|95|1021.25
G5960L10|1463|104838.58
G7665A10|1366|18222.3
G7945M10|495|17320.05
G7945M10|6|214.92
G9829410|507|17171.58
H2906T10|11|530.52
H2906T10|369|17730.08
H2906T10|5|243.4
N5946510|586|22209.34
N5946510|96|3541.44
N5946510|205|7951.83
V7780T10|246|17220
Y0982710|496|86060.91
Y0982710|158|27176.74
*$$$|64969.33|64969.33
