date,TCMNOM_M3
20091230,0.05
20091231,0.06
20100101,
20100104,0.08
20100105,0.07
20100106,0.06
20100107,0.05
20100108,0.05
20100111,0.04
20100112,0.05
20100113,0.06
20100114,0.05
20100115,0.06
20100118,
20100119,0.06
20100120,0.05
20100121,0.06
20100122,0.06
20100125,0.06
20100126,0.07
20100127,0.08
20100128,0.08
20100129,0.08
20100201,0.1
20100202,0.1
20100203,0.1
20100204,0.09
20100205,0.1
20100208,0.12
20100209,0.12
20100210,0.11
20100211,0.11
20100212,0.1
20100215,
20100216,0.1
20100217,0.1
20100218,0.1
20100219,0.11
20100222,0.11
20100223,0.12
20100224,0.12
20100225,0.13
20100226,0.13
20100301,0.13
20100302,0.14
20100303,0.14
20100304,0.14
20100305,0.15
20100308,0.16
20100309,0.16
20100310,0.15
20100311,0.16
20100312,0.15
20100315,0.17
20100316,0.16
20100317,0.15
20100318,0.16
20100319,0.16
20100322,0.15
20100323,0.14
20100324,0.14
20100325,0.14
20100326,0.14
20100329,0.15
20100330,0.16
20100331,0.16
20100401,0.16
20100402,0.16
20100405,0.18
20100406,0.17
20100407,0.17
20100408,0.17
20100409,0.16
20100412,0.16
20100413,0.16
20100414,0.16
20100415,0.16
20100416,0.16
20100419,0.16
20100420,0.16
20100421,0.15
20100422,0.16
20100423,0.16
20100426,0.16
20100427,0.16
20100428,0.16
20100429,0.17
20100430,0.16
20100503,0.17
20100504,0.16
20100505,0.15
20100506,0.11
20100507,0.13
20100510,0.16
20100511,0.16
20100512,0.16
20100513,0.16
20100514,0.16
20100517,0.16
20100518,0.17
20100519,0.17
20100520,0.17
20100521,0.17
20100524,0.17
20100525,0.17
20100526,0.17
20100527,0.17
20100528,0.16
20100531,
20100601,0.16
20100602,0.16
20100603,0.14
20100604,0.14
20100607,0.12
20100608,0.12
20100609,0.1
20100610,0.1
20100611,0.08
20100614,0.07
20100615,0.09
20100616,0.1
20100617,0.09
20100618,0.11
20100621,0.12
20100622,0.13
20100623,0.13
20100624,0.13
20100625,0.13
20100628,0.17
20100629,0.15
20100630,0.18
20100701,0.17
20100702,0.17
20100705,
20100706,0.17
20100707,0.16
20100708,0.15
20100709,0.16
20100712,0.16
20100713,0.15
20100714,0.15
20100715,0.15
20100716,0.15
20100719,0.17
20100720,0.16
20100721,0.16
20100722,0.16
20100723,0.16
20100726,0.16
20100727,0.15
20100728,0.15
20100729,0.15
20100730,0.15
20100802,0.16
20100803,0.16
20100804,0.16
20100805,0.15
20100806,0.15
20100809,0.15
20100810,0.15
20100811,0.15
20100812,0.16
20100813,0.15
20100816,0.16
20100817,0.17
20100818,0.16
20100819,0.16
20100820,0.15
20100823,0.16
20100824,0.16
20100825,0.16
20100826,0.16
20100827,0.15
20100830,0.14
20100831,0.14
20100901,0.13
20100902,0.14
20100903,0.14
20100906,
20100907,0.14
20100908,0.14
20100909,0.14
20100910,0.14
20100913,0.15
20100914,0.15
20100915,0.15
20100916,0.16
20100917,0.16
20100920,0.17
20100921,0.17
20100922,0.16
20100923,0.16
20100924,0.15
20100927,0.16
20100928,0.16
20100929,0.16
20100930,0.16
20101001,0.16
20101004,0.13
20101005,0.12
20101006,0.13
20101007,0.13
20101008,0.12
20101011,
20101012,0.13
20101013,0.13
20101014,0.14
20101015,0.14
20101018,0.15
20101019,0.14
20101020,0.14
20101021,0.13
20101022,0.13
20101025,0.14
20101026,0.14
20101027,0.14
20101028,0.13
20101029,0.12
20101101,0.13
20101102,0.13
20101103,0.13
20101104,0.13
20101105,0.13
20101108,0.13
20101109,0.13
20101110,0.13
20101111,
20101112,0.13
20101115,0.14
20101116,0.15
20101117,0.14
20101118,0.15
20101119,0.14
20101122,0.15
20101123,0.15
20101124,0.16
20101125,
20101126,0.16
20101129,0.18
20101130,0.17
20101201,0.16
20101202,0.16
20101203,0.14
20101206,0.15
20101207,0.14
20101208,0.15
20101209,0.14
20101210,0.13
20101213,0.15
20101214,0.15
20101215,0.14
20101216,0.13
20101217,0.11
20101220,0.14
20101221,0.14
20101222,0.14
20101223,0.14
20101224,
20101227,0.17
20101228,0.15
20101229,0.13
20101230,0.12
20101231,0.12
20110103,0.15
20110104,0.14
20110105,0.14
20110106,0.15
20110107,0.14
20110110,0.15
20110111,0.15
20110112,0.15
20110113,0.15
20110114,0.15
20110117,
20110118,0.16
20110119,0.16
20110120,0.16
20110121,0.16
20110124,0.16
20110125,0.16
20110126,0.16
20110127,0.15
20110128,0.15
20110131,0.15
20110201,0.15
20110202,0.16
20110203,0.14
20110204,0.15
20110207,0.16
20110208,0.15
20110209,0.14
20110210,0.12
20110211,0.12
20110214,0.13
20110215,0.13
20110216,0.12
20110217,0.09
20110218,0.1
20110221,
20110222,0.12
20110223,0.12
20110224,0.13
20110225,0.13
20110228,0.15
20110301,0.14
20110302,0.13
20110303,0.13
20110304,0.12
20110307,0.11
20110308,0.11
20110309,0.1
20110310,0.08
20110311,0.08
20110314,0.09
20110315,0.1
20110316,0.1
20110317,0.08
20110318,0.07
20110321,0.1
20110322,0.1
20110323,0.09
20110324,0.09
20110325,0.09
20110328,0.11
20110329,0.1
20110330,0.1
20110331,0.09
20110401,0.07
20110404,0.06
20110405,0.07
20110406,0.06
20110407,0.04
20110408,0.04
20110411,0.05
20110412,0.05
20110413,0.06
20110414,0.07
20110415,0.07
20110418,0.07
20110419,0.06
20110420,0.06
20110421,0.06
20110422,
20110425,0.07
20110426,0.07
20110427,0.06
20110428,0.04
20110429,0.04
20110502,0.05
20110503,0.03
20110504,0.03
20110505,0.02
20110506,0.02
20110509,0.03
20110510,0.03
20110511,0.03
20110512,0.02
20110513,0.03
20110516,0.04
20110517,0.04
20110518,0.05
20110519,0.05
20110520,0.05
20110523,0.06
20110524,0.06
20110525,0.06
20110526,0.05
20110527,0.05
20110530,
20110531,0.06
20110601,0.05
20110602,0.04
20110603,0.04
20110606,0.05
20110607,0.05
20110608,0.04
20110609,0.05
20110610,0.05
20110613,0.05
20110614,0.05
20110615,0.05
20110616,0.05
20110617,0.04
20110620,0.03
20110621,0.03
20110622,0.02
20110623,0.01
20110624,0.02
20110627,0.02
20110628,0.03
20110629,0.02
20110630,0.03
20110701,0.02
20110704,
20110705,0.02
20110706,0.01
20110707,0.03
20110708,0.03
20110711,0.03
20110712,0.03
20110713,0.01
20110714,0.01
20110715,0.02
20110718,0.02
20110719,0.03
20110720,0.02
20110721,0.05
20110722,0.05
20110725,0.05
20110726,0.07
20110727,0.08
20110728,0.07
20110729,0.1
20110801,0.1
20110802,0.06
20110803,0.02
20110804,0.02
20110805,0.01
20110808,0.05
20110809,0.03
20110810,0.02
20110811,0.03
20110812,0.02
20110815,0.02
20110816,0.03
20110817,0.01
20110818,0.01
20110819,0.02
20110822,0.01
20110823,0.01
20110824,0.02
20110825,0.01
20110826,0.01
20110829,0.02
20110830,0.01
20110831,0.02
20110901,0.02
20110902,0.02
20110905,
20110906,0.02
20110907,0.02
20110908,0.02
20110909,0.01
20110912,0.01
20110913,0.01
20110914,0.01
20110915,0.01
20110916,0.01
20110919,0.01
20110920,0.01
20110921,0.01
20110922,0
20110923,0.01
20110926,0.02
20110927,0.01
20110928,0.02
20110929,0.02
20110930,0.02
20111003,0.02
20111004,0.01
20111005,0
20111006,0.01
20111007,0.01
20111010,
20111011,0.02
20111012,0.02
20111013,0.02
20111014,0.02
20111017,0.04
20111018,0.04
20111019,0.03
20111020,0.03
20111021,0.02
20111024,0.02
20111025,0.01
20111026,0.02
20111027,0.02
20111028,0.01
20111031,0.01
20111101,0.01
20111102,0.01
20111103,0.01
20111104,0.01
20111107,0.01
20111108,0.01
20111109,0.01
20111110,0.01
20111111,
20111114,0.01
20111115,0.01
20111116,0.01
20111117,0.02
20111118,0.01
20111121,0.02
20111122,0.02
20111123,0.02
20111124,
20111125,0.02
20111128,0.03
20111129,0.02
20111130,0.01
20111201,0.01
20111202,0.02
20111205,0.01
20111206,0.01
20111207,0.02
20111208,0.01
20111209,0.01
20111212,0.01
20111213,0.01
20111214,0.01
20111215,0
20111216,0
20111219,0.01
20111220,0.01
20111221,0.01
20111222,0.01
20111223,0.01
20111226,
20111227,0.02
20111228,0.01
20111229,0.02
20111230,0.02
20120102,
20120103,0.02
20120104,0.02
20120105,0.02
20120106,0.02
20120109,0.01
20120110,0.02
20120111,0.02
20120112,0.03
20120113,0.03
20120116,
20120117,0.03
20120118,0.03
20120119,0.05
20120120,0.05
20120123,0.04
20120124,0.04
20120125,0.04
20120126,0.05
20120127,0.06
20120130,0.05
20120131,0.06
20120201,0.06
20120202,0.08
20120203,0.08
20120206,0.08
20120207,0.08
20120208,0.09
20120209,0.09
20120210,0.09
20120213,0.11
20120214,0.12
20120215,0.11
20120216,0.1
20120217,0.09
20120220,
20120221,0.08
20120222,0.09
20120223,0.09
20120224,0.1
20120227,0.12
20120228,0.1
20120229,0.08
20120301,0.08
20120302,0.07
20120305,0.08
20120306,0.08
20120307,0.08
20120308,0.08
20120309,0.09
20120312,0.09
20120313,0.08
20120314,0.09
20120315,0.08
20120316,0.09
20120319,0.1
20120320,0.1
20120321,0.09
20120322,0.08
20120323,0.08
20120326,0.09
20120327,0.09
20120328,0.09
20120329,0.07
20120330,0.07
20120402,0.08
20120403,0.08
20120404,0.08
20120405,0.08
20120406,0.07
20120409,0.09
20120410,0.09
20120411,0.09
20120412,0.09
20120413,0.09
20120416,0.08
20120417,0.08
20120418,0.07
20120419,0.07
20120420,0.08
20120423,0.08
20120424,0.09
20120425,0.09
20120426,0.09
20120427,0.09
20120430,0.1
20120501,0.09
20120502,0.08
20120503,0.09
20120504,0.07
20120507,0.1
20120508,0.09
20120509,0.09
20120510,0.1
20120511,0.1
20120514,0.1
20120515,0.09
20120516,0.1
20120517,0.1
20120518,0.08
20120521,0.09
20120522,0.09
20120523,0.09
20120524,0.1
20120525,0.09
20120528,
20120529,0.09
20120530,0.07
20120531,0.07
20120601,0.07
20120604,0.08
20120605,0.08
20120606,0.09
20120607,0.09
20120608,0.09
20120611,0.09
20120612,0.1
20120613,0.1
20120614,0.11
20120615,0.09
20120618,0.1
20120619,0.09
20120620,0.09
20120621,0.09
20120622,0.09
20120625,0.1
20120626,0.1
20120627,0.09
20120628,0.09
20120629,0.09
20120702,0.1
20120703,0.09
20120704,
20120705,0.08
20120706,0.08
20120709,0.09
20120710,0.09
20120711,0.1
20120712,0.1
20120713,0.1
20120716,0.1
20120717,0.1
20120718,0.09
20120719,0.09
20120720,0.09
20120723,0.1
20120724,0.1
20120725,0.1
20120726,0.11
20120727,0.11
20120730,0.11
20120731,0.11
20120801,0.1
20120802,0.09
20120803,0.09
20120806,0.1
20120807,0.11
20120808,0.11
20120809,0.11
20120810,0.1
20120813,0.11
20120814,0.11
20120815,0.09
20120816,0.09
20120817,0.09
20120820,0.11
20120821,0.11
20120822,0.11
20120823,0.11
20120824,0.1
20120827,0.11
20120828,0.1
20120829,0.12
20120830,0.1
20120831,0.09
20120903,
20120904,0.1
20120905,0.11
20120906,0.11
20120907,0.11
20120910,0.1
20120911,0.1
20120912,0.1
20120913,0.1
20120914,0.11
20120917,0.11
20120918,0.1
20120919,0.11
20120920,0.11
20120921,0.11
20120924,0.11
20120925,0.11
20120926,0.11
20120927,0.09
20120928,0.1
20121001,0.09
20121002,0.09
20121003,0.09
20121004,0.1
20121005,0.11
20121008,
20121009,0.1
20121010,0.1
20121011,0.1
20121012,0.11
20121015,0.11
20121016,0.09
20121017,0.11
20121018,0.1
20121019,0.1
20121022,0.1
20121023,0.11
20121024,0.11
20121025,0.11
20121026,0.12
20121029,0.14
20121030,
20121031,0.11
20121101,0.09
20121102,0.09
20121105,0.11
20121106,0.1
20121107,0.1
20121108,0.1
20121109,0.09
20121112,
20121113,0.11
20121114,0.1
20121115,0.08
20121116,0.06
20121119,0.09
20121120,0.08
20121121,0.1
20121122,
20121123,0.1
20121126,0.1
20121127,0.1
20121128,0.1
20121129,0.09
20121130,0.08
20121203,0.1
20121204,0.1
20121205,0.1
20121206,0.1
20121207,0.09
20121210,0.09
20121211,0.08
20121212,0.07
20121213,0.06
20121214,0.04
20121217,0.05
20121218,0.06
20121219,0.05
20121220,0.06
20121221,0.06
20121224,0.06
20121225,
20121226,0.09
20121227,0.08
20121228,0.01
20121231,0.05
20130101,
20130102,0.08
20130103,0.08
20130104,0.07
20130107,0.07
20130108,0.07
20130109,0.06
20130110,0.06
20130111,0.07
20130114,0.08
20130115,0.09
20130116,0.08
20130117,0.07
20130118,0.08
20130121,
20130122,0.08
20130123,0.08
20130124,0.08
20130125,0.08
20130128,0.07
20130129,0.07
20130130,0.07
20130131,0.07
20130201,0.06
20130204,0.07
20130205,0.07
20130206,0.07
20130207,0.07
20130208,0.07
20130211,0.09
20130212,0.09
20130213,0.1
20130214,0.11
20130215,0.1
20130218,
20130219,0.12
20130220,0.12
20130221,0.13
20130222,0.13
20130225,0.12
20130226,0.14
20130227,0.11
20130228,0.11
20130301,0.11
20130304,0.11
20130305,0.08
20130306,0.1
20130307,0.1
20130308,0.1
20130311,0.1
20130312,0.1
20130313,0.09
20130314,0.1
20130315,0.09
20130318,0.07
20130319,0.07
20130320,0.07
20130321,0.07
20130322,0.07
20130325,0.08
20130326,0.07
20130327,0.09
20130328,0.07
20130329,
20130401,0.08
20130402,0.07
20130403,0.06
20130404,0.07
20130405,0.07
20130408,0.07
20130409,0.06
20130410,0.07
20130411,0.07
20130412,0.06
20130415,0.06
20130416,0.06
20130417,0.06
20130418,0.05
20130419,0.05
20130422,0.05
20130423,0.05
20130424,0.06
20130425,0.05
20130426,0.05
20130429,0.05
20130430,0.05
20130501,0.06
20130502,0.05
20130503,0.05
20130506,0.04
20130507,0.04
20130508,0.04
20130509,0.04
20130510,0.04
20130513,0.05
20130514,0.05
20130515,0.04
20130516,0.03
20130517,0.04
20130520,0.05
20130521,0.04
20130522,0.04
20130523,0.05
20130524,0.04
20130527,
20130528,0.05
20130529,0.05
20130530,0.04
20130531,0.04
20130603,0.05
20130604,0.04
20130605,0.05
20130606,0.05
20130607,0.04
20130610,0.05
20130611,0.05
20130612,0.05
20130613,0.05
20130614,0.05
20130617,0.05
20130618,0.05
20130619,0.05
20130620,0.05
20130621,0.05
20130624,0.06
20130625,0.06
20130626,0.06
20130627,0.06
20130628,0.04
20130701,0.04
20130702,0.03
20130703,0.05
20130704,
20130705,0.04
20130708,0.05
20130709,0.04
20130710,0.04
20130711,0.04
20130712,0.04
20130715,0.04
20130716,0.03
20130717,0.03
20130718,0.03
20130719,0.03
20130722,0.04
20130723,0.02
20130724,0.03
20130725,0.02
20130726,0.03
20130729,0.03
20130730,0.04
20130731,0.04
20130801,0.04
20130802,0.04
20130805,0.05
20130806,0.04
20130807,0.05
20130808,0.05
20130809,0.05
20130812,0.06
20130813,0.06
20130814,0.05
20130815,0.05
20130816,0.05
20130819,0.06
20130820,0.04
20130821,0.04
20130822,0.03
20130823,0.03
20130826,0.04
20130827,0.05
20130828,0.03
20130829,0.02
20130830,0.03
20130902,
20130903,0.02
20130904,0.02
20130905,0.02
20130906,0.02
20130909,0.02
20130910,0.02
20130911,0.02
20130912,0.01
20130913,0.01
20130916,0.02
20130917,0.01
20130918,0.01
20130919,0.01
20130920,0.01
20130923,0.02
20130924,0.02
20130925,0.02
20130926,0
20130927,0.02
20130930,0.02
20131001,0.02
20131002,0.02
20131003,0.03
20131004,0.03
20131007,0.03
20131008,0.05
20131009,0.05
20131010,0.05
20131011,0.08
20131014,
20131015,0.14
20131016,0.1
20131017,0.05
20131018,0.04
20131021,0.04
20131022,0.04
20131023,0.04
20131024,0.03
20131025,0.04
20131028,0.04
20131029,0.04
20131030,0.04
20131031,0.04
20131101,0.04
20131104,0.05
20131105,0.05
20131106,0.05
20131107,0.05
20131108,0.06
20131111,
20131112,0.08
20131113,0.08
20131114,0.08
20131115,0.08
20131118,0.09
20131119,0.08
20131120,0.08
20131121,0.07
20131122,0.07
20131125,0.08
20131126,0.07
20131127,0.07
20131128,
20131129,0.06
20131202,0.05
20131203,0.06
20131204,0.06
20131205,0.06
20131206,0.06
20131209,0.07
20131210,0.07
20131211,0.07
20131212,0.07
20131213,0.07
20131216,0.07
20131217,0.07
20131218,0.07
20131219,0.06
20131220,0.07
20131223,0.07
20131224,0.07
20131225,
20131226,0.07
20131227,0.07
20131230,0.07
20131231,0.07
20140101,
20140102,0.07
20140103,0.07
20140106,0.05
20140107,0.04
20140108,0.05
20140109,0.04
20140110,0.05
20140113,0.03
20140114,0.04
20140115,0.04
20140116,0.04
20140117,0.05
20140120,
20140121,0.04
20140122,0.04
20140123,0.04
20140124,0.04
20140127,0.05
20140128,0.05
20140129,0.04
20140130,0.02
20140131,0.02
20140203,0.05
20140204,0.06
20140205,0.07
20140206,0.07
20140207,0.08
20140210,0.07
20140211,0.05
20140212,0.05
20140213,0.03
20140214,0.02
20140217,
20140218,0.05
20140219,0.06
20140220,0.05
20140221,0.05
20140224,0.05
20140225,0.05
20140226,0.05
20140227,0.04
20140228,0.05
20140303,0.05
20140304,0.05
20140305,0.06
20140306,0.05
20140307,0.06
20140310,0.05
20140311,0.05
20140312,0.05
20140313,0.05
20140314,0.05
20140317,0.06
20140318,0.05
20140319,0.06
20140320,0.06
20140321,0.06
20140324,0.06
20140325,0.05
20140326,0.05
20140327,0.04
20140328,0.04
20140331,0.05
20140401,0.04
20140402,0.02
20140403,0.02
20140404,0.03
20140407,0.03
20140408,0.03
20140409,0.04
20140410,0.04
20140411,0.04
20140414,0.04
20140415,0.04
20140416,0.04
20140417,0.03
20140418,
20140421,0.04
20140422,0.03
20140423,0.02
20140424,0.01
20140425,0.03
20140428,0.03
20140429,0.02
20140430,0.03
20140501,0.03
20140502,0.02
20140505,0.03
20140506,0.03
20140507,0.03
20140508,0.03
20140509,0.03
20140512,0.03
20140513,0.03
20140514,0.03
20140515,0.03
20140516,0.03
20140519,0.03
20140520,0.03
20140521,0.04
20140522,0.03
20140523,0.04
20140526,
20140527,0.04
20140528,0.04
20140529,0.04
20140530,0.04
20140602,0.04
20140603,0.04
20140604,0.04
20140605,0.04
20140606,0.04
20140609,0.04
20140610,0.04
20140611,0.04
20140612,0.04
20140613,0.04
20140616,0.04
20140617,0.04
20140618,0.03
20140619,0.02
20140620,0.02
20140623,0.03
20140624,0.03
20140625,0.03
20140626,0.04
20140627,0.03
20140630,0.04
20140701,0.02
20140702,0.02
20140703,0.01
20140704,
20140707,0.04
20140708,0.03
20140709,0.03
20140710,0.02
20140711,0.02
20140714,0.03
20140715,0.02
20140716,0.02
20140717,0.02
20140718,0.02
20140721,0.03
20140722,0.03
20140723,0.03
20140724,0.03
20140725,0.03
20140728,0.04
20140729,0.02
20140730,0.04
20140731,0.03
20140801,0.03
20140804,0.04
20140805,0.03
20140806,0.03
20140807,0.03
20140808,0.03
20140811,0.04
20140812,0.03
20140813,0.04
20140814,0.04
20140815,0.03
20140818,0.03
20140819,0.03
20140820,0.04
20140821,0.02
20140822,0.03
20140825,0.04
20140826,0.03
20140827,0.04
20140828,0.03
20140829,0.03
20140901,
20140902,0.03
20140903,0.03
20140904,0.03
20140905,0.03
20140908,0.02
20140909,0.02
20140910,0.02
20140911,0.02
20140912,0.02
20140915,0.02
20140916,0.02
20140917,0.02
20140918,0.02
20140919,0.02
20140922,0.01
20140923,0.01
20140924,0.02
20140925,0.01
20140926,0.01
20140929,0.02
20140930,0.02
20141001,0.02
20141002,0.01
20141003,0.01
20141006,0.02
20141007,0.02
20141008,0.01
20141009,0.01
20141010,0.01
20141013,
20141014,0.02
20141015,0.02
20141016,0.03
20141017,0.02
20141020,0.02
20141021,0.02
20141022,0.02
20141023,0.01
20141024,0.01
20141027,0.02
20141028,0.02
20141029,0.03
20141030,0.01
20141031,0.01
20141103,0.02
20141104,0.03
20141105,0.03
20141106,0.03
20141107,0.03
20141110,0.02
20141111,
20141112,0.02
20141113,0.02
20141114,0.02
20141117,0.03
20141118,0.02
20141119,0.01
20141120,0.02
20141121,0.01
20141124,0.02
20141125,0.02
20141126,0.02
20141127,
20141128,0.02
20141201,0.03
20141202,0.03
20141203,0.01
20141204,0.02
20141205,0.02
20141208,0.03
20141209,0.04
20141210,0.03
20141211,0.03
20141212,0.02
20141215,0.04
20141216,0.03
20141217,0.03
20141218,0.04
20141219,0.04
20141222,0.05
20141223,0.03
20141224,0.01
20141225,
20141226,0.01
20141229,0.03
20141230,0.03
20141231,0.04
20150101,
20150102,0.02
20150105,0.03
20150106,0.03
20150107,0.03
20150108,0.03
20150109,0.02
20150112,0.03
20150113,0.03
20150114,0.04
20150115,0.03
20150116,0.03
20150119,
20150120,0.03
20150121,0.03
20150122,0.03
20150123,0.02
20150126,0.03
20150127,0.02
20150128,0.02
20150129,0.03
20150130,0.02
20150202,0.02
20150203,0.02
20150204,0.01
20150205,0.02
20150206,0.02
20150209,0.01
20150210,0.01
20150211,0.01
20150212,0.02
20150213,0.01
20150216,
20150217,0.02
20150218,0.02
20150219,0.02
20150220,0.02
20150223,0.02
20150224,0.02
20150225,0.02
20150226,0.03
20150227,0.02
20150302,0.02
20150303,0.02
20150304,0.01
20150305,0.02
20150306,0.01
20150309,0.02
20150310,0.02
20150311,0.03
20150312,0.03
20150313,0.03
20150316,0.05
20150317,0.05
20150318,0.03
20150319,0.03
20150320,0.01
20150323,0.03
20150324,0.02
20150325,0.04
20150326,0.03
20150327,0.04
20150330,0.04
20150331,0.03
20150401,0.03
20150402,0.02
20150403,0.02
20150406,0.03
20150407,0.02
20150408,0.03
20150409,0.03
20150410,0.02
20150413,0.03
20150414,0.02
20150415,0.02
20150416,0.02
20150417,0.01
20150420,0.03
20150421,0.03
20150422,0.03
20150423,0.03
20150424,0.03
20150427,0.02
20150428,0.02
20150429,0.01
20150430,0.01
20150501,0.01
20150504,0.02
20150505,0.01
20150506,0.02
20150507,0.01
20150508,0.01
20150511,0.02
20150512,0.03
20150513,0.02
20150514,0.01
20150515,0.02
20150518,0.02
20150519,0.02
20150520,0.02
20150521,0.02
20150522,0.02
20150525,
20150526,0.02
20150527,0.01
20150528,0.01
20150529,0.01
20150601,0.02
20150602,0.01
20150603,0.02
20150604,0.02
20150605,0.03
20150608,0.02
20150609,0.02
20150610,0.02
20150611,0.01
20150612,0.02
20150615,0.02
20150616,0.01
20150617,0.01
20150618,0.01
20150619,0.01
20150622,0.01
20150623,0.01
20150624,0.01
20150625,0.01
20150626,0.01
20150629,0.02
20150630,0.01
20150701,0.01
20150702,0.01
20150703,
20150706,0.02
20150707,0.02
20150708,0.02
20150709,0.03
20150710,0.01
20150713,0.02
20150714,0.01
20150715,0.02
20150716,0.02
20150717,0.03
20150720,0.04
20150721,0.03
20150722,0.04
20150723,0.03
20150724,0.04
20150727,0.05
20150728,0.05
20150729,0.06
20150730,0.07
20150731,0.08
20150803,0.08
20150804,0.08
20150805,0.08
20150806,0.04
20150807,0.06
20150810,0.12
20150811,0.1
20150812,0.1
20150813,0.1
20150814,0.09
20150817,0.1
20150818,0.07
20150819,0.05
20150820,0.02
20150821,0.03
20150824,0.06
20150825,0.07
20150826,0.06
20150827,0.06
20150828,0.06
20150831,0.08
20150901,0.03
20150902,0.03
20150903,0.02
20150904,0.02
20150907,
20150908,0.06
20150909,0.03
20150910,0.02
20150911,0.04
20150914,0.07
20150915,0.07
20150916,0.06
20150917,0.01
20150918,0
20150921,0.01
20150922,0
20150923,0.01
20150924,0.01
20150925,0
20150928,0.01
20150929,0.01
20150930,0
20151001,0
20151002,0
20151005,0.01
20151006,0
20151007,0
20151008,0
20151009,0.01
20151012,
20151013,0.01
20151014,0
20151015,0.01
20151016,0.01
20151019,0.02
20151020,0.02
20151021,0.01
20151022,0
20151023,0.01
20151026,0.02
20151027,0.03
20151028,0.04
20151029,0.07
20151030,0.08
20151102,0.08
20151103,0.06
20151104,0.05
20151105,0.05
20151106,0.08
20151109,0.14
20151110,0.13
20151111,
20151112,0.14
20151113,0.14
20151116,0.15
20151117,0.14
20151118,0.12
20151119,0.11
20151120,0.12
20151123,0.14
20151124,0.16
20151125,0.19
20151126,
20151127,0.18
20151130,0.22
20151201,0.21
20151202,0.21
20151203,0.21
20151204,0.23
20151207,0.29
20151208,0.27
20151209,0.26
20151210,0.24
20151211,0.23
20151214,0.26
20151215,0.25
20151216,0.27
20151217,0.23
20151218,0.19
20151221,0.24
20151222,0.21
20151223,0.2
20151224,0.2
20151225,
20151228,0.23
20151229,0.23
20151230,0.21
20151231,0.16
20160101,
20160104,0.22
20160105,0.2
20160106,0.21
20160107,0.2
20160108,0.2
20160111,0.21
20160112,0.21
20160113,0.22
20160114,0.25
20160115,0.24
20160118,
20160119,0.26
20160120,0.26
20160121,0.28
20160122,0.31
20160125,0.31
20160126,0.31
20160127,0.32
20160128,0.35
20160129,0.33
20160201,0.35
20160202,0.34
20160203,0.33
20160204,0.29
20160205,0.3
20160208,0.32
20160209,0.3
20160210,0.31
20160211,0.28
20160212,0.3
20160215,
20160216,0.3
20160217,0.3
20160218,0.3
20160219,0.31
20160222,0.33
20160223,0.32
20160224,0.33
20160225,0.32
20160226,0.33
20160229,0.33
20160301,0.33
20160302,0.36
20160303,0.28
20160304,0.29
20160307,0.32
20160308,0.29
20160309,0.3
20160310,0.32
20160311,0.33
20160314,0.34
20160315,0.34
20160316,0.31
20160317,0.29
20160318,0.3
20160321,0.31
20160322,0.3
20160323,0.3
20160324,0.3
20160325,
20160328,0.29
20160329,0.23
20160330,0.2
20160331,0.21
20160401,0.23
20160404,0.23
20160405,0.23
20160406,0.23
20160407,0.23
20160408,0.23
20160411,0.23
20160412,0.22
20160413,0.23
20160414,0.22
20160415,0.22
20160418,0.22
20160419,0.21
20160420,0.23
20160421,0.23
20160422,0.23
20160425,0.25
20160426,0.24
20160427,0.24
20160428,0.22
20160429,0.22
20160502,0.22
20160503,0.21
20160504,0.19
20160505,0.2
20160506,0.19
20160509,0.24
20160510,0.24
20160511,0.26
20160512,0.27
20160513,0.29
20160516,0.28
20160517,0.28
20160518,0.3
20160519,0.31
20160520,0.33
20160523,0.35
20160524,0.35
20160525,0.33
20160526,0.31
20160527,0.32
20160530,
20160531,0.34
20160601,0.3
20160602,0.29
20160603,0.3
20160606,0.28
20160607,0.28
20160608,0.24
20160609,0.26
20160610,0.26
20160613,0.27
20160614,0.27
20160615,0.26
20160616,0.27
20160617,0.27
20160620,0.28
20160621,0.27
20160622,0.27
20160623,0.31
20160624,0.27
20160627,0.27
20160628,0.26
20160629,0.26
20160630,0.26
20160701,0.28
20160704,
20160705,0.28
20160706,0.27
20160707,0.29
20160708,0.28
20160711,0.31
20160712,0.29
20160713,0.31
20160714,0.32
20160715,0.32
20160718,0.32
20160719,0.31
20160720,0.32
20160721,0.32
20160722,0.33
20160725,0.32
20160726,0.31
20160727,0.31
20160728,0.25
20160729,0.28
20160801,0.29
20160802,0.29
20160803,0.28
20160804,0.26
20160805,0.28
20160808,0.31
20160809,0.29
20160810,0.28
20160811,0.28
20160812,0.29
20160815,0.31
20160816,0.27
20160817,0.3
20160818,0.3
20160819,0.3
20160822,0.29
20160823,0.3
20160824,0.31
20160825,0.33
20160826,0.34
20160829,0.33
20160830,0.33
20160831,0.33
20160901,0.33
20160902,0.33
20160905,
20160906,0.32
20160907,0.34
20160908,0.35
20160909,0.35
20160912,0.37
20160913,0.36
20160914,0.33
20160915,0.29
20160916,0.3
20160919,0.3
20160920,0.3
20160921,0.22
20160922,0.18
20160923,0.18
20160926,0.25
20160927,0.26
20160928,0.27
20160929,0.26
20160930,0.29
20161003,0.32
20161004,0.33
20161005,0.32
20161006,0.33
20161007,0.33
20161010,
20161011,0.35
20161012,0.37
20161013,0.3
20161014,0.32
20161017,0.34
20161018,0.34
20161019,0.35
20161020,0.35
20161021,0.34
20161024,0.33
