PERMNO,DIVAMT,EXDT
12775,0.28413,20120924
12776,0.08019,20110627
12776,0.24738,20110926
12776,0.14599,20111223
12776,0.28221,20120326
12776,0.2719,20120625
12776,0.91082,20120924
12777,0.06502,20110627
12777,0.17163,20110926
12777,0.25152,20111223
12777,0.16293,20120326
12777,0.20126,20120625
12777,0.29286,20120924
12778,0.06671,20110627
12778,0.30754,20110926
12778,0.10132,20111223
12778,0.17923,20120326
12778,0.24096,20120625
12778,0.32407,20120924
12779,0.08037,20110627
12779,0.10169,20110926
12779,0.11896,20111223
12779,0.09396,20120326
12779,0.1361,20120625
12779,0.5368,20120924
12780,0.0336,20110627
12780,0.07401,20110926
12780,0.10785,20111223
12780,0.05967,20120326
12780,0.0921,20120625
12780,0.1323,20120924
12781,0.395,20100309
12781,0.395,20100609
12781,0.395,20100908
12781,0.405,20101208
12781,0.405,20110309
12781,0.405,20110608
12781,0.405,20110908
12781,0.415,20111208
12781,0.415,20120308
12781,0.415,20120607
12781,0.415,20120907
12781,0.425,20121207
12781,0.425,20130307
12781,0.425,20130607
12781,0.425,20130909
12781,0.44,20131209
12781,0.44,20140307
12781,0.44,20140609
12781,0.44,20140909
12781,0.46,20141209
12781,0.46,20150309
12781,0.46,20150609
12781,0.46,20150909
12781,0.49,20151209
12781,0.49,20160309
12781,0.49,20160608
12781,0.49,20160908
12781,0.525,20161208
12782,0.4,20110817
12782,0.41,20111115
12782,0.42,20120215
12782,0.43,20120515
12782,0.44,20120815
12782,0.4475,20121115
12782,0.455,20130214
12782,0.46,20130517
12782,0.465,20130815
12782,0.466,20131115
12782,0.467,20140212
12782,0.468,20140519
12782,0.47,20140815
12783,,
12784,,
12785,1,20121107
12785,1.6,20130808
12785,0.75,20151015
12786,0.86,20110728
12786,0.56,20111027
12786,0.44,20120126
12786,0.69,20120426
12786,0.6,20120726
12786,0.46,20121026
12786,0.26,20130128
12786,0.48,20130426
12786,0.41,20130726
12786,0.53,20131028
12786,0.57,20140128
12786,0.52,20140428
12786,0.39,20140728
12786,0.37,20141028
12786,0.1,20150128
12786,0.16,20150428
12786,0.11,20150728
12786,0.1,20151028
12786,0.045,20160128
12786,0.05,20160428
12786,0.09,20160728
12786,0.1,20161027
12787,,
12788,,
12789,,
12791,0.26,20130603
12791,0.24,20140324
12791,0.67,20141010
12792,,
12793,,
12794,,
12795,,
12796,,
12797,,
12798,,
12799,,
12802,,
12803,,
12810,,
12811,,
12826,0.0474,20110621
12826,0.0238,20111221
12826,0.1362,20120621
12826,0.0247,20120921
12826,0.0665,20121221
12826,0.2231,20130621
12826,0.065,20131218
12826,0.0221,20140325
12826,0.3954,20140624
12826,0.0122,20140923
12826,0.2026,20141223
12826,0.0416,20150325
12826,0.3231,20150624
12826,0.039,20150923
12826,0.1893,20151223
12826,0.0667,20160323
12826,0.3973,20160622
12826,0.128,20160921
12826,0.2596,20161221
12827,0.06491,20110701
12827,0.04398,20110801
12827,0.01978,20110901
12827,0.07122,20111003
12827,0.04482,20111101
12827,0.02032,20111201
12827,0.06778,20111228
12827,0.03537,20120201
12827,0.03281,20120301
12827,0.06645,20120402
12827,0.05341,20120501
12827,0.03291,20120601
12827,0.04951,20120702
12827,0.03156,20120801
12827,0.04378,20120904
12827,0.04777,20121001
12827,0.04444,20121101
12827,0.03862,20121203
12827,0.05264,20121227
12827,0.04328,20130201
12827,0.0401,20130301
12827,0.0415,20130401
12827,0.0415,20130501
12827,0.0415,20130603
12827,0.0415,20130701
12827,0.0415,20130801
12827,0.0415,20130903
12827,0.0415,20131001
12827,0.0415,20131101
12827,0.0415,20131202
12827,0.0415,20131227
12827,0.0415,20140203
12827,0.0415,20140303
12827,0.0415,20140401
12827,0.0415,20140501
12827,0.0415,20140602
12827,0.0415,20140701
12827,0.0415,20140801
12827,0.0415,20140902
12827,0.0415,20141001
12828,0.4,20110928
12828,0.7,20111228
12828,0.7,20120328
12828,0.7,20120627
12828,0.77,20120914
12828,0.8,20121214
12828,0.8,20130314
12828,0.8,20130614
12828,0.6,20130917
12828,0.6,20131216
12828,0.6,20140314
12828,0.6,20140617
12828,0.6,20140918
12828,0.6,20141216
12828,0.6,20150319
12828,0.6,20150618
12828,0.6,20150917
12828,0.475,20151217
12828,0.475,20160317
12828,0.475,20160616
12828,0.475,20160921
12828,0.475,20161215
12829,,
12830,,
12831,0.01822,20111228
12831,0.23371,20121227
12831,0.17893,20141229
12831,0.10376,20151229
12832,0.01948,20110725
12832,0.07369,20110825
12832,0.06263,20110926
12832,0.0606,20111025
12832,0.06192,20111123
12832,0.10332,20111223
12832,0.05941,20120125
12832,0.05202,20120223
12832,0.05363,20120326
12832,0.05311,20120424
12832,0.04928,20120524
12832,0.04756,20120625
12832,0.05135,20120725
12832,0.04947,20120827
12832,0.05398,20120924
12832,0.05643,20121025
12832,0.05092,20121126
12832,0.08048,20121224
12832,0.08566,20130125
12832,0.05568,20130222
12832,0.05504,20130322
12832,0.05779,20130424
12832,0.0479,20130524
12832,0.0634,20130624
12832,0.05755,20130725
12832,0.05792,20130826
12832,0.07319,20130924
12832,0.0669,20131025
12832,0.06645,20131122
12832,0.15896,20131224
12832,0.01487,20140127
12832,0.06444,20140224
12832,0.07542,20140325
12832,0.07414,20140424
12832,0.06597,20140523
12832,0.07764,20140624
12832,0.06862,20140725
12832,0.06534,20140825
12832,0.07437,20140924
12832,0.05416,20141027
12832,0.06118,20141121
12832,0.13051,20141224
12832,0.04475,20150126
12832,0.05505,20150223
12832,0.05754,20150325
12832,0.05272,20150424
12832,0.05522,20150522
12832,0.05921,20150624
12832,0.06215,20150724
12832,0.05422,20150825
12832,0.06376,20150924
12832,0.05665,20151026
12832,0.05503,20151123
12832,0.14918,20151224
12832,0.01106,20160125
12832,0.05052,20160223
12832,0.06819,20160324
12832,0.06368,20160425
12832,0.0671,20160524
12832,0.06181,20160624
12832,0.05287,20160725
12832,0.06989,20160825
12832,0.06552,20160926
12832,0.07241,20161025
12832,0.06527,20161123
12832,0.1624,20161223
12833,0.29646,20121224
12833,0.48984,20131224
12833,0.46899,20141224
12833,0.33512,20151224
12833,0.51086,20161223
12834,0.06597,20111223
12834,0.1286,20121224
12834,0.10424,20131224
12834,0.13753,20141224
12834,0.15277,20151224
12834,0.30317,20161223
12835,,
12836,0.381,20110926
12836,0.19,20111223
12836,0.182,20120326
12836,0.318,20120625
12836,0.232,20120924
12836,0.31,20121224
12837,,
12838,,
12839,0.33,20110727
12839,0.33,20111116
12839,0.33,20120215
12839,0.335,20120516
12839,0.335,20120822
12839,0.335,20121120
12839,0.34,20130213
12839,0.34,20130522
12839,0.34,20130821
12839,0.345,20131120
12839,0.345,20140219
12839,0.345,20140521
12839,0.35,20140820
12839,0.355,20141119
12839,0.36,20150218
12839,0.365,20150520
12839,0.385,20150819
12839,0.395,20151118
12839,0.32,20160217
12839,0.32,20160518
12839,0.32,20160817
12839,0.32,20161116
12840,,
12841,0.0564,20111220
12841,0.22653,20120621
12841,0.17356,20121219
12841,0.37625,20130627
12841,0.05438,20131220
12841,0.44495,20141219
12841,0.32509,20150624
12841,0.31275,20151216
12841,0.12406,20160621
12841,0.18228,20161221
12842,0.09515,20111220
12842,1.37957,20120621
12842,0.29871,20121219
12842,0.40586,20130627
12842,0.00028,20131220
12842,0.37284,20140627
12842,0.99926,20141219
12842,0.78162,20150624
12842,0.10314,20151216
12842,0.6835,20160621
12842,0.03333,20161221
12843,0.28802,20111220
12843,0.32581,20120621
12843,0.21543,20121219
12843,1.16533,20130627
12843,1.82142,20131220
12843,0.40597,20141219
12843,2.30967,20150624
12843,0.04162,20161221
12844,0.11492,20111220
12844,0.13137,20120621
12844,0.31484,20121219
12844,0.8496,20130627
12844,0.37158,20140627
12844,2.10853,20141219
12844,1.2873,20150624
12844,0.05372,20151216
12844,0.71173,20160621
12845,,
12846,,
12847,0.17105,20111220
12847,0.14567,20120621
12847,0.26163,20121219
12847,0.62202,20130627
12847,0.09037,20131220
12847,0.4708,20140627
12847,3.42849,20141219
12847,1.36757,20150624
12847,0.0233,20151216
12847,0.38724,20160621
12847,0.03152,20161221
12848,,
12849,,
12850,,
12851,,
12852,0.01742,20120321
12853,,
12854,,
12855,0.30035,20111223
12855,0.60948,20121224
12855,0.03414,20131004
12856,0.22406,20111223
12856,0.23469,20121224
12856,0.14086,20131004
12857,0.02371,20111223
12857,0.06933,20121224
12857,0.01318,20131004
12858,0.03782,20111223
12858,0.03863,20121224
12858,0.00776,20131004
12859,0.03661,20111223
12859,0.19396,20121224
12859,0.42378,20131004
12860,0.34896,20121224
12860,0.10524,20131004
12861,,
12862,,
12863,0.19976,20111223
12863,0.28755,20121224
12863,0.74442,20131004
12864,0.21071,20111223
12864,0.61801,20121224
12864,0.10829,20131004
12865,,
12866,0.10013,20111228
12867,0.10106,20110701
12867,0.08053,20110801
12867,0.09732,20110901
12867,0.27701,20111003
12867,0.05851,20111101
12867,0.08937,20111201
12867,0.275,20111228
12867,0.03311,20120201
12867,0.06293,20120301
12867,0.21338,20120402
12867,0.10856,20120501
12867,0.15756,20120601
12867,0.17783,20120702
12867,0.11911,20120801
12867,0.1168,20120904
12867,0.19466,20121001
12867,0.05584,20121101
12867,0.13032,20121203
12867,0.30329,20121227
12867,0.14489,20130201
12867,0.1317,20130301
12867,0.1451,20130401
12867,0.1407,20130501
12867,0.1385,20130603
12867,0.1385,20130701
12867,0.1385,20130801
12867,0.1335,20130903
12867,0.1335,20131001
12867,0.1235,20131101
12867,0.1235,20131202
12867,0.1235,20131227
12867,0.1205,20140203
12867,0.1205,20140303
12867,0.1205,20140401
12867,0.1205,20140501
12867,0.1205,20140602
12867,0.1205,20140701
12867,0.1205,20140801
12867,0.1205,20140902
12867,0.1205,20141001
12867,0.1205,20141103
12867,0.1205,20141201
12867,0.11688,20141229
12867,0.1205,20150202
12867,0.1205,20150302
12867,0.1205,20150401
12867,0.1205,20150501
12867,0.1205,20150601
12867,0.1205,20150701
12867,0.1205,20150803
12867,0.1205,20150901
12867,0.1205,20151001
12867,0.1205,20151102
12867,0.1205,20151201
12867,0.1205,20151229
12867,0.1205,20160201
12867,0.1205,20160301
12867,0.1205,20160401
12867,0.1205,20160502
12867,0.1205,20160601
12867,0.1205,20160701
12867,0.1205,20160801
12867,0.1205,20160901
12867,0.1205,20161003
12867,0.1205,20161101
12867,0.1205,20161201
12867,0.1205,20161228
12868,0.05631,20110623
12868,0.13901,20110923
12868,0.31506,20111228
12868,0.08166,20120326
12868,0.40771,20120625
12868,0.28632,20120924
12868,0.2032,20121227
12868,0.27924,20130322
12868,0.34284,20130624
12868,0.58481,20130924
12868,0.5815,20131227
12868,0.38584,20140325
12868,0.28789,20140624
12868,0.25445,20140924
12868,0.53007,20141229
12868,0.23766,20150325
12868,0.32763,20150624
12868,0.3458,20150924
12868,0.47476,20151229
12868,0.2879,20160323
12868,0.36452,20160622
12868,0.29239,20160922
12868,0.64437,20161228
12869,,
12870,0.03545,20110801
12870,0.01536,20110901
12870,0.02368,20111003
12870,0.03437,20111101
12870,0.02204,20111201
12870,0.05547,20111227
12870,0.04492,20120201
12870,0.04435,20120301
12870,0.04873,20120402
12870,0.03915,20120501
12870,0.0491,20120601
12870,0.03332,20120702
12870,0.04787,20120801
12870,0.04344,20120904
12870,0.04057,20121001
12870,0.04369,20121101
12870,0.0349,20121203
12870,0.03917,20121226
12870,0.03057,20130201
12870,0.02737,20130301
12870,0.02131,20130401
12870,0.01599,20130501
12870,0.02122,20130603
12870,0.0186,20130701
12870,0.01679,20130801
12870,0.01806,20130903
12870,0.01651,20131001
12870,0.01703,20131101
12870,0.0178,20131202
12870,0.01862,20131226
12870,0.0179,20140203
12870,0.0167,20140303
12870,0.01831,20140401
12870,0.01878,20140501
12870,0.01945,20140602
12870,0.01902,20140701
12870,0.0187,20140801
12870,0.01828,20140902
12870,0.01838,20141001
12870,0.01882,20141103
12870,0.01862,20141201
12870,0.0198,20141224
12870,0.02037,20150202
12870,0.01845,20150302
12870,0.02096,20150401
12870,0.02149,20150501
12870,0.02037,20150601
12870,0.02302,20150701
12870,0.02131,20150803
12870,0.02225,20150901
12870,0.02342,20151001
12870,0.02454,20151102
12870,0.02358,20151201
12870,0.02689,20151224
12870,0.02587,20160201
12870,0.02816,20160301
12870,0.03094,20160401
12870,0.034,20160502
12870,0.03678,20160601
12870,0.04021,20160701
12870,0.03929,20160801
12870,0.04311,20160901
12870,0.04532,20161003
12870,0.04913,20161101
12870,0.04855,20161201
12870,0.07285,20161222
12871,0.047,20110728
12871,0.3875,20111028
12871,0.3875,20120130
12871,0.3875,20120427
12871,0.3875,20120730
12871,0.3975,20121031
12871,0.42,20130130
12871,0.425,20130429
12871,0.425,20130730
12871,0.43,20131030
12871,0.4375,20140129
12871,0.445,20140429
12871,0.4525,20140717
12871,0.46,20141029
12871,0.485,20150128
12871,0.495,20150429
12871,0.5,20150729
12871,0.5025,20151028
12871,0.3775,20160128
12871,0.3775,20160427
12871,0.3775,20160728
12871,0.3775,20161028
12872,0.2,20110815
12872,0.25,20111114
12872,0.25,20120214
12872,0.25,20120514
12872,0.35,20120814
12872,0.35,20121119
12872,0.35,20130215
12872,0.35,20130514
12872,0.42,20130819
12872,0.42,20131118
12872,0.42,20140214
12872,0.42,20140519
12872,0.5,20140818
12872,0.5,20141117
12872,0.5,20150213
12872,0.5,20150518
12872,0.32,20150817
12872,0.32,20151116
12872,0.32,20160212
12872,0.32,20160516
12872,0.36,20160815
12872,0.36,20161114
12873,,
12874,0.16249,20110630
12874,0.41826,20110729
12874,0.52058,20110831
12874,0.50606,20110930
12874,0.41381,20111031
12874,0.5349,20111130
12874,0.48,20111228
12874,0.48,20120131
12874,0.47,20120229
12874,0.4,20120330
12874,0.43,20120430
12874,0.46,20120531
12874,0.485,20120629
12874,0.5,20120731
12874,0.54,20120831
12874,0.44,20120928
12874,0.43,20121031
12874,0.45,20121130
12874,0.48,20121227
12874,0.44,20130131
12874,0.41,20130228
12874,0.39,20130328
12874,0.35,20130430
12874,0.36,20130531
12874,0.36,20130628
12874,0.32,20130731
12874,0.37,20130830
12874,0.39,20130930
12874,0.405,20131031
12874,0.43,20131129
12874,0.4,20131227
12874,0.4,20140131
12874,0.37,20140228
12874,0.37,20140331
12874,0.386,20140430
12874,0.39,20140530
12874,0.36,20140630
12874,0.34,20140731
12874,0.34,20140829
12874,0.34,20140930
12874,0.36,20141031
12874,0.38,20141128
12874,0.95653,20141210
12874,0.47,20141229
12874,0.38,20150130
12874,0.38,20150227
12874,0.36,20150331
12874,0.38,20150430
12874,0.38,20150529
12874,0.42,20150630
12874,0.41,20150731
12874,0.39,20150831
12874,0.41,20150930
12874,0.43,20151102
12874,0.43,20151201
12874,0.41,20151229
12874,0.43,20160201
12874,0.43,20160301
12874,0.4,20160401
12874,0.41,20160502
12874,0.3963,20160601
12874,0.42,20160701
12874,0.43,20160801
12874,0.45,20160901
12874,0.46,20161003
12874,0.44,20161101
12874,0.41,20161201
12874,0.45,20161228
12875,0.06574,20110916
12875,0.10492,20111216
12875,0.11187,20120615
12875,0.05784,20120921
12875,0.16618,20121221
12875,0.02117,20130315
12875,0.28191,20130621
12875,0.09292,20130920
12875,0.18626,20131220
12875,0.05936,20140321
12875,0.12876,20140620
12875,0.12287,20140919
12875,0.1844,20141219
12875,0.09697,20150320
12875,0.14571,20150619
12875,0.058,20150918
12875,0.08397,20151218
12875,0.09224,20160617
12875,0.0765,20160916
12875,0.13057,20161216
12876,0.14381,20110916
12876,0.12787,20111216
12876,0.08287,20120316
12876,0.11506,20120615
12876,0.12429,20120921
12876,0.16804,20121221
12876,0.09491,20130315
12876,0.11224,20130621
12876,0.13062,20130920
12876,0.19884,20131220
12876,0.10087,20140321
12876,0.16723,20140620
12876,0.12951,20140919
12876,0.20504,20141219
12876,0.14546,20150320
12876,0.19351,20150619
12876,0.18776,20150918
12876,0.23694,20151218
12876,0.14146,20160318
12876,0.17,20160617
12876,0.1953,20160916
12876,0.45694,20161216
12877,1,20120628
12877,2.5,20121123
12877,0.5,20121219
12877,8.5,20130828
12878,0.65,20150204
12879,,
12880,,
12881,,
12882,,
12883,,
12884,0.03,20111201
12884,0.03,20120313
12884,0.03,20120531
12884,0.03,20120905
12884,0.03,20121213
12884,0.03,20130306
12884,0.03,20130606
12884,0.03,20130904
12884,0.03,20131204
12884,0.03,20140305
12884,0.04,20140604
12884,0.05,20140903
12884,0.05,20141203
12884,0.05,20150304
12884,0.05,20150528
12884,0.06,20150902
12884,0.06,20151202
12884,0.07,20160302
12884,0.07,20160601
12884,0.08,20160831
12884,0.09,20161130
12885,0.32,20110908
12885,0.32,20111202
12885,0.34,20120312
12885,0.36,20120611
12885,0.38,20120907
12885,0.38,20121205
12885,0.38,20130312
12885,0.38,20130610
12885,0.38,20130910
12885,0.04,20130910
12885,0.76,20131204
12885,0.38,20140319
12885,0.38,20140611
12885,0.05,20140723
12885,0.05,20140821
12885,0.38,20140910
12885,0.1,20141203
12885,0.38,20141203
12885,0.38,20150310
12885,0.4,20150609
12885,0.39,20150915
12885,0.04,20151124
12885,0.39,20151202
12885,0.39,20160309
12885,0.39,20160608
12885,0.39,20160907
12885,0.43,20161130
12886,0.01293,20130529
12886,0.26134,20130605
12886,0.01354,20140605
12886,0.27171,20140605
12886,0.30944,20141204
12886,0.34185,20150608
12886,0.38476,20151210
12886,0.16206,20160602
12886,0.19364,20161205
12887,,
12888,,
12889,,
12890,,
12891,0.02549,20110613
12891,0.02505,20110913
12891,0.02443,20111213
12891,0.0303,20120321
12891,0.02915,20120613
12891,0.03591,20120912
12891,0.03547,20121212
12891,0.03906,20130320
12891,0.0392,20130612
12891,0.0386,20130911
12891,0.03763,20131211
12891,0.03613,20140319
12891,0.03667,20140611
12891,0.04548,20140910
12891,0.0436,20141210
12891,0.04111,20150319
12891,0.04242,20150610
12891,0.03961,20150916
12891,0.00921,20151211
12891,0.00958,20160318
12891,0.00983,20160609
12891,0.00954,20160914
12891,0.00952,20161213
12892,0.269,20111101
12892,0.4325,20120201
12892,0.4325,20120503
12892,0.4325,20120803
12892,0.4325,20121105
12892,0.4325,20130205
12892,0.4325,20130503
12892,0.4325,20130805
12892,0.4525,20131105
12892,0.4525,20140205
12892,0.4625,20140506
12892,0.4625,20140805
12892,0.4725,20141105
12892,0.4725,20150204
12892,0.4725,20150505
12892,0.4725,20150803
12892,0.4725,20151102
12892,0.4725,20160201
12892,0.4125,20160502
12892,0.4125,20160801
12892,0.4125,20161101
12893,0.3,20111228
12893,0.75,20120328
12893,0.75,20120627
12893,0.85,20120926
12893,1.05,20121227
12893,0.7,20130326
12893,0.7,20130626
12893,0.4,20130926
12893,0.4,20131227
12893,0.4,20140327
12893,0.42,20140626
12893,0.44,20140926
12893,0.45,20141229
12893,0.48,20150327
12893,0.48,20150626
12893,0.48,20150928
12893,0.48,20151229
12893,0.48,20160329
12893,0.48,20160628
12894,,
12895,0.35,20110915
12895,0.35,20111213
12895,0.35,20120313
12895,0.35,20120613
12895,0.35,20120912
12895,0.35,20121212
12895,0.35,20130313
12895,0.35,20130613
12895,0.35,20130912
12895,0.35,20131212
12895,0.35,20140313
12895,0.35,20140612
12895,0.35,20140911
12895,0.35,20141211
12895,0.35,20150312
12895,0.35,20150611
12895,0.35,20150911
12895,0.35,20151211
12895,0.35,20160311
12895,0.35,20160613
12895,0.35,20160913
12895,0.35,20161213
12896,,
12897,,
12898,0.2339,20111228
12899,0.18,20110901
12899,0.138,20111003
12899,0.135,20111101
12899,0.1355,20111201
12899,0.13,20111228
12899,0.139,20120201
12899,0.1161,20120301
12899,0.15,20120402
12899,0.115,20120501
12899,0.1291,20120601
12899,0.1291,20120702
12899,0.116,20120801
12899,0.128,20120904
12899,0.128,20121001
12899,0.1208,20121101
12899,0.129,20121203
12899,0.144,20121227
12899,0.083,20130201
12899,0.125,20130301
12899,0.1295,20130401
12899,0.126,20130501
12899,0.122,20130603
12899,0.117,20130701
12899,0.117,20130801
12899,0.119,20130903
12899,0.121,20131001
12899,0.121,20131101
12899,0.121,20131202
12899,0.142,20131227
12899,0.1211,20140203
12899,0.1211,20140303
12899,0.1211,20140401
12899,0.1211,20140501
12899,0.113,20140602
12899,0.121,20140701
12899,0.12,20140801
12899,0.12,20140902
12899,0.12,20141001
12899,0.115,20141103
12899,0.12,20141201
12899,0.123,20141229
12899,0.1154,20150202
12899,0.112,20150302
12899,0.118,20150401
12899,0.112,20150501
12899,0.119,20150601
12899,0.118,20150701
12899,0.118,20150803
12899,0.118,20150901
12899,0.1179,20151001
12899,0.1174,20151102
12899,0.1126,20151201
12899,0.1298,20151229
12899,0.1047,20160201
12899,0.118,20160301
12899,0.1015,20160401
12899,0.1183,20160502
12899,0.1165,20160601
12899,0.1125,20160701
12899,0.115,20160801
12899,0.1086,20160901
12899,0.1205,20161003
12899,0.1216,20161101
12899,0.1186,20161201
12899,0.126,20161228
12900,0.2678,20111101
12900,0.34,20120201
12900,0.35,20120501
12900,0.36,20120801
12900,0.375,20121031
12900,0.39,20130130
12900,0.405,20130501
12900,0.425,20130731
12900,0.445,20131030
12900,0.47,20140130
12900,0.495,20140430
12900,0.26,20140730
12900,0.2725,20141030
12900,0.285,20150128
12901,0.08651,20111228
12901,0.11489,20120627
12901,0.11479,20121227
12901,0.20952,20130625
12901,0.06572,20131227
12901,0.11984,20140624
12901,0.07936,20141229
12901,0.07532,20150624
12901,0.10372,20151229
12902,0.053,20121226
12902,0.00032,20151222
12903,,
12904,0.0316,20110801
12904,0.0736,20110901
12904,0.0596,20111003
12904,0.0673,20111101
12904,0.071,20111201
12904,0.0872,20111228
12904,0.075,20120201
12904,0.0744,20120301
12904,0.0884,20120402
12904,0.1,20120501
12904,0.0965,20120601
12904,0.0916,20120702
12904,0.0871,20120801
12904,0.0959,20120904
12904,0.0953,20121001
12904,0.0915,20121101
12904,0.0847,20121203
12904,0.0864,20121227
12904,0.0851,20130201
12904,0.0831,20130301
12904,0.0835,20130401
12904,0.0725,20130501
12904,0.0779,20130603
12904,0.0787,20130701
12904,0.0836,20130801
12904,0.088,20130903
12904,0.0888,20131001
12904,0.0897,20131101
12904,0.0894,20131202
12904,0.0906,20131227
12904,0.0906,20140203
12904,0.0871,20140303
12904,0.0879,20140401
12904,0.0818,20140501
12904,0.0861,20140602
12904,0.0893,20140701
12904,0.0893,20140801
12904,0.0898,20140902
12904,0.0863,20141001
12904,0.0869,20141103
12904,0.0917,20141201
12904,0.0947,20141229
12904,0.0964,20150202
12904,0.0892,20150302
12904,0.0861,20150401
12904,0.0875,20150501
12904,0.0887,20150601
12904,0.0901,20150701
12904,0.0968,20150803
12904,0.0828,20150901
12904,0.0899,20151001
12904,0.0942,20151102
12904,0.0905,20151201
12904,0.0926,20151229
12904,0.0933,20160201
12904,0.0953,20160301
12904,0.0938,20160401
12904,0.0966,20160502
12904,0.0885,20160601
12904,0.0921,20160701
12904,0.0956,20160801
12904,0.1001,20160901
12904,0.1046,20161003
12904,0.0938,20161101
12904,0.1015,20161201
12904,0.0996,20161228
12905,0.0585,20141112
12905,0.0585,20150303
12905,0.075,20150501
12905,0.15,20150817
12905,0.15,20151116
12906,,
12907,,
12908,,
12909,,
12910,,
12911,0.02295,20110926
12911,0.10711,20120326
12911,0.25,20120625
12911,0.27623,20120924
12911,0.26874,20121224
12911,0.08939,20130322
12911,0.13273,20130624
12911,0.2302,20130923
12911,0.11133,20140324
12911,0.46,20140623
12911,0.33,20140922
12911,0.38384,20141219
12911,1.77301,20151221
12911,0.04,20160926
12911,1.2746,20161223
12912,,
12913,,
12914,0.15,20120315
12914,0.15,20120503
12914,0.15,20120802
12914,0.15,20121101
12914,0.19,20130207
12914,0.19,20130523
12914,0.19,20130822
12914,0.19,20131114
12914,0.23,20140306
12914,0.23,20140522
12914,0.23,20140821
12914,0.23,20141120
12914,0.265,20150305
12914,0.265,20150605
12914,0.265,20150820
12914,0.265,20151119
12914,0.3,20160303
12914,0.3,20160526
12914,0.3,20160818
12914,0.3,20161117
12915,,
12916,,
12917,,
12918,,
12919,,
12920,0.05,20130919
12920,0.05,20140320
12920,0.05,20140918
12920,0.05,20150320
12920,0.05,20150917
12920,0.08,20160322
12920,0.08,20160922
12921,,
12922,,
12923,0.0032,20121221
12923,0.0097,20140624
12923,0.0064,20140923
12923,0.0309,20141223
12923,0.0091,20150325
12923,0.0344,20150624
12923,0.0179,20150923
12923,0.0606,20151223
12923,0.0264,20160323
12923,0.042,20160622
12923,0.0237,20160921
12923,0.0293,20161221
12924,,
12925,,
12926,,
12927,,
12928,,
12933,,
12934,,
12941,,
12942,,
12946,0.1167,20111019
12946,0.1167,20111116
12946,0.1167,20111214
12946,0.1167,20120117
12946,0.1167,20120213
12946,0.1167,20120312
12946,0.1167,20120416
12946,0.1167,20120514
12946,0.1167,20120611
12946,0.1167,20120716
12946,0.1167,20120813
12946,0.1167,20120917
12946,0.1167,20121015
12946,0.1167,20121113
12946,0.1167,20121217
12946,0.1167,20130115
12946,0.1167,20130212
12946,0.1167,20130312
12946,0.1167,20130416
12946,0.1167,20130514
12946,0.1167,20130618
12946,0.1167,20130716
12946,0.1167,20130813
12946,0.1167,20130916
12946,0.1167,20131015
12946,0.1167,20131112
12946,0.1167,20131217
12946,0.1167,20140114
12946,0.1167,20140218
12946,0.1167,20140318
12946,0.1167,20140415
12946,0.1167,20140513
12946,0.1167,20140617
12946,0.1167,20140722
12946,0.1167,20140812
12946,0.1167,20140916
12946,0.1167,20141014
12946,0.1167,20141114
12946,0.1167,20150120
12946,0.1167,20150217
12946,0.1167,20150317
12946,0.1167,20150421
12946,0.1167,20150512
12946,0.1167,20150616
12946,0.1167,20150721
12946,0.1167,20150818
12946,0.1167,20150915
12946,0.1167,20151013
12946,0.1167,20151113
12946,0.1167,20151215
12946,0.1167,20160119
12946,0.1167,20160216
12946,0.1167,20160315
12946,0.1167,20160412
12946,0.1167,20160517
12946,0.1167,20160614
12946,0.1167,20160719
12946,0.1167,20160816
12946,0.1167,20160920
12946,0.1167,20161018
12946,0.1167,20161115
12946,0.1167,20161213
12947,0.03947,20110926
12947,0.02078,20111223
12947,0.6677,20111223
12947,0.03763,20120326
12947,0.17857,20120326
12947,0.22535,20120625
12947,0.19396,20120924
12947,0.4594,20121224
12947,0.08875,20130326
12947,0.1564,20130625
12947,0.16277,20130924
12947,0.27548,20131227
12947,0.08878,20140325
12947,0.17432,20140625
12947,0.18121,20140925
12947,0.14074,20141229
12947,0.09672,20150327
12947,0.08984,20150626
12947,0.09603,20150925
12947,0.10154,20151229
12947,0.08706,20160329
12947,0.07363,20160628
12947,0.08907,20160927
12947,0.09221,20161223
12948,0.02605,20141229
12948,0.03025,20161223
12949,0.45275,20111220
12949,0.68952,20120621
12949,1.56904,20121218
12949,0.28679,20130627
12949,0.73696,20131218
12949,0.27563,20140625
12949,0.92527,20141217
12949,0.36816,20150625
12949,0.58426,20151221
12949,0.46194,20160622
12949,0.55425,20161221
12950,0.07481,20110927
12950,0.18161,20111227
12950,0.0764,20120327
12950,0.23744,20120626
12950,0.09137,20120926
12950,0.20253,20121226
12950,0.09682,20130402
12950,0.25181,20130702
12950,0.09687,20131002
12950,0.18776,20131227
12950,0.09298,20140402
12950,0.32798,20140702
12950,0.09696,20141002
12951,0.07537,20110927
12951,0.19541,20111227
12951,0.07382,20120327
12951,0.23423,20120626
12951,0.09433,20120926
12951,0.21073,20121226
12951,0.09751,20130402
12951,0.24626,20130702
12951,0.07175,20131002
12951,0.18849,20131227
12951,0.10179,20140402
12951,0.32085,20140702
12951,0.10475,20141002
12952,,
12953,0.68,20111003
12953,0.62,20111228
12953,0.627,20120402
12953,0.703,20120702
12953,0.648,20121001
12953,0.78,20121227
12953,0.5924,20130401
