date,mktrf,smb,hml
19770412,0.012000,-0.004600,0.004600
19770413,0.000300,0.001200,0.002700
19770414,0.008400,-0.000700,0.001300
19770415,0.000300,0.001200,0.000900
19770418,-0.004000,0.003000,0.001800
19770419,-0.003300,0.003600,0.000500
19770420,0.003400,0.001100,0.003600
19770421,-0.006500,0.002500,0.002900
19770422,-0.012000,0.003100,0.004800
19770425,-0.012500,-0.000200,0.003800
19770426,-0.000500,-0.002200,0.002000
19770427,0.008500,-0.002200,0.000700
19770428,0.002100,-0.001600,0.001300
19770429,0.002500,0.001300,0.001000
19770502,0.005300,-0.001500,-0.001400
19770503,0.004700,-0.000300,0.000500
19770504,0.005700,-0.001600,0.001300
19770505,0.002700,0.001100,-0.001100
19770506,-0.004100,0.003900,0.001900
19770509,-0.002100,0.000800,0.002400
19770510,0.003000,-0.000400,-0.001000
19770511,-0.005500,0.004000,0.000900
19770512,-0.000300,0.000200,0.000800
19770513,0.003200,0.001200,0.000500
19770516,0.004000,-0.000400,0.000500
19770517,0.002500,-0.000900,-0.000700
19770518,0.004800,0.000000,-0.001100
19770519,-0.003200,0.003100,0.001200
19770520,-0.003700,0.002600,0.001100
19770523,-0.011300,0.001300,0.002300
19770524,-0.004700,-0.001100,-0.001900
19770525,-0.008200,0.001100,0.002600
19770526,0.001600,-0.001500,-0.001700
19770527,-0.006400,0.004000,0.001500
19770531,-0.002400,-0.003500,-0.000300
19770601,0.007400,-0.002700,-0.001700
19770602,-0.001400,0.000600,0.003100
19770603,0.008700,-0.001800,-0.004700
19770606,-0.003900,0.003400,0.000900
19770607,0.004400,-0.002300,0.000200
19770608,0.005100,-0.001100,0.001200
19770609,-0.000300,0.003800,-0.001800
19770610,0.002900,0.002700,-0.000100
19770613,0.003200,-0.001200,-0.001900
19770614,0.009900,-0.004700,-0.002000
19770615,-0.002000,0.002600,0.000700
19770616,0.002900,0.001000,-0.002500
19770617,0.001500,0.002800,-0.001500
19770620,0.004300,-0.001100,-0.000500
19770621,0.003200,-0.001900,0.001400
19770622,-0.002000,0.002400,0.001500
19770623,0.002200,0.003500,0.001100
19770624,0.005600,0.002200,-0.000900
19770627,-0.001000,0.003000,-0.000300
19770628,-0.007200,0.004000,0.001500
19770629,-0.000700,0.001700,0.000500
19770630,0.003500,0.002600,0.000700
19770701,-0.002600,0.005100,0.002000
19770705,0.000100,0.001900,-0.001000
19770706,-0.004500,0.003200,0.000700
19770707,0.003100,0.000100,-0.001700
19770708,-0.000100,0.004200,0.002300
19770711,-0.002600,0.001500,0.002500
19770712,-0.001000,0.000900,0.001000
19770713,0.001600,0.000600,-0.001800
19770715,0.006000,-0.000200,-0.005800
19770718,0.006200,-0.001800,-0.002600
19770719,0.006200,-0.000800,-0.001700
19770720,-0.000300,-0.000200,0.000700
19770721,-0.001100,0.001800,0.000000
19770722,0.000700,0.002100,0.000500
19770725,-0.006700,0.004000,-0.001100
19770726,-0.005300,0.001000,0.000700
19770727,-0.016000,0.000600,0.001700
19770728,-0.000500,-0.001800,-0.002700
19770729,-0.000200,-0.001500,-0.000700
19770801,0.003500,-0.002000,-0.000100
19770802,-0.006100,0.001800,-0.000300
19770803,-0.002200,-0.001900,-0.000800
19770804,0.004900,0.001300,-0.004100
19770805,0.000100,0.003300,-0.001700
19770808,-0.005900,0.001200,0.001100
19770809,0.000700,0.000200,-0.002300
19770810,0.007000,-0.001900,-0.003200
19770811,-0.005400,0.006700,-0.002200
19770812,-0.003100,0.001500,-0.001900
19770815,0.002100,-0.002500,-0.003400
19770816,-0.003600,0.003200,-0.000400
19770817,-0.000500,0.001000,-0.004400
19770818,0.000100,0.001500,-0.001800
19770819,-0.002300,0.003200,-0.004700
19770822,0.002700,-0.001100,-0.004300
19770823,-0.001500,0.001200,0.003100
19770824,-0.003800,0.002000,0.003600
19770825,-0.009100,0.002800,0.002800
19770826,-0.000900,-0.001300,-0.001300
19770829,0.008000,-0.002500,-0.004000
19770830,-0.004700,0.001100,0.003000
19770831,0.002400,-0.002800,-0.001800
19770901,0.001400,0.003300,0.001800
19770902,0.006300,-0.000300,-0.000900
19770906,0.001700,-0.001600,-0.000100
19770907,0.002600,0.000700,-0.001700
19770908,-0.006300,0.004200,0.003400
19770909,-0.008500,0.004100,0.001300
19770912,-0.003100,0.000600,-0.001800
19770913,0.000000,0.000000,-0.002400
19770914,0.003600,-0.000800,-0.001900
19770915,0.003100,-0.000300,-0.000200
19770916,-0.003000,0.003400,0.000600
19770919,-0.005900,0.001000,0.003000
19770920,0.000100,-0.000100,-0.001500
19770921,-0.007500,0.001500,0.003000
19770922,-0.000600,-0.001200,-0.000300
19770923,-0.000200,0.002400,-0.000600
19770926,0.002500,-0.001600,-0.002900
19770927,-0.001400,0.001200,-0.001200
19770928,0.000400,0.000900,-0.001200
19770929,0.005200,-0.002000,0.000800
19770930,0.006900,-0.000700,-0.000100
19771003,0.002800,0.000000,0.001000
19771004,-0.006100,0.002800,0.004200
19771005,-0.003600,0.001800,-0.000200
19771006,0.003600,-0.000700,0.001200
19771007,-0.000100,0.003100,-0.000600
19771010,-0.001700,0.001500,0.000400
19771011,-0.007700,0.003300,0.003000
19771012,-0.011300,-0.002100,0.001400
19771013,-0.006900,-0.002000,-0.001900
19771014,0.000300,0.000200,0.001000
19771017,-0.001100,-0.000100,-0.001500
19771018,-0.000200,0.002100,0.001800
19771019,-0.010500,0.003200,0.004700
19771020,0.001900,-0.002700,-0.000700
19771021,-0.002300,0.003000,0.000800
19771024,-0.007900,0.001000,0.002500
19771025,-0.008300,-0.003300,0.000700
19771026,0.009800,-0.004400,-0.002600
19771027,0.003600,0.000900,-0.000500
19771028,0.003300,0.001900,-0.000500
19771031,-0.001900,0.002700,0.002000
19771101,-0.009800,0.001900,0.004400
19771102,-0.006000,0.002900,0.000000
19771103,0.001400,-0.000300,-0.001000
19771104,0.009400,0.000900,-0.000700
19771107,0.008100,-0.000100,-0.001800
19771108,0.001900,0.001700,0.001700
19771109,0.005000,0.001500,-0.001400
19771110,0.019100,-0.003300,-0.005500
19771111,0.012800,-0.003400,-0.001300
19771114,-0.005000,0.004100,0.002700
19771115,0.006500,0.000900,-0.002600
19771116,-0.003300,0.005000,0.001000
19771117,-0.002100,0.006600,0.002900
19771118,0.002500,0.003200,-0.000400
19771121,-0.000800,0.001900,-0.000200
19771122,0.008600,-0.001900,-0.001200
19771123,0.005900,0.002400,-0.000700
19771125,0.003200,0.002600,-0.000200
19771128,-0.005400,0.003200,0.002300
19771129,-0.014100,0.004800,0.003800
19771130,0.001700,0.000000,0.000900
19771201,0.000400,0.004800,0.000800
19771202,0.000100,0.003200,0.002100
19771205,-0.003600,0.003100,0.000600
19771206,-0.015200,0.000700,0.004500
19771207,-0.001400,-0.000400,0.000100
19771208,0.002000,0.001300,-0.002500
19771209,0.006900,-0.000800,0.000100
19771212,0.000400,-0.000200,-0.000500
19771213,-0.000500,-0.000600,-0.000500
19771214,0.003300,0.001000,-0.003100
19771215,-0.004000,0.005000,0.000100
19771216,-0.001100,0.001800,0.001500
19771219,-0.007100,-0.001200,0.003800
19771220,-0.003600,-0.003200,-0.000100
19771221,0.005800,-0.000700,-0.004500
19771222,0.006600,-0.001100,-0.002500
19771223,0.008800,-0.001700,-0.002100
19771227,-0.000200,-0.002500,0.002400
19771228,0.000200,0.000600,0.001100
19771229,0.003100,0.000600,-0.003000
19771230,0.001800,0.003400,-0.001700
19780103,-0.012900,0.003300,0.006800
19780104,-0.004100,-0.001100,0.001000
19780105,-0.007300,0.003100,0.006200
19780106,-0.012400,-0.001700,0.005400
19780109,-0.011800,-0.002600,0.002900
19780110,-0.006400,-0.000800,0.001300
19780111,-0.005300,-0.000200,0.003000
19780112,0.001900,0.002500,0.000000
19780113,-0.000300,0.003300,0.003200
19780116,-0.003500,-0.002800,0.000900
19780117,0.005200,0.001400,-0.002400
19780118,0.006800,-0.000300,0.002200
19780119,-0.003400,0.006800,0.000800
19780120,-0.002100,0.003400,0.000400
19780123,-0.006600,0.002700,0.001300
19780124,0.000200,0.001000,0.000500
19780125,0.001700,0.001100,0.003200
19780126,-0.007700,0.003100,0.004600
19780127,-0.000200,0.000300,0.000000
19780130,0.007500,-0.002200,-0.003200
19780131,-0.000900,0.002900,-0.003800
19780201,0.007800,0.001700,-0.003700
19780202,0.003400,0.001000,0.001500
19780203,-0.003000,0.007200,0.000100
19780206,0.000000,0.001200,0.000300
19780207,0.007500,-0.002100,-0.002300
19780208,0.005200,-0.001000,0.000400
19780209,-0.003600,0.005000,0.002400
19780210,-0.001200,0.003900,-0.000700
19780213,-0.002700,0.002400,0.000500
19780214,-0.007800,0.003000,0.002000
19780215,-0.002600,0.003500,0.000600
19780216,-0.007800,0.003300,0.000800
19780217,-0.001100,0.001300,0.002200
19780221,-0.003900,0.001600,0.000700
19780222,0.000600,0.000900,-0.000100
19780223,0.001800,0.000100,-0.000200
19780224,0.008400,-0.001400,-0.001800
19780227,-0.007000,0.003400,0.002100
19780228,-0.007900,0.000800,0.003000
19780301,0.001000,-0.000900,-0.000100
19780302,0.002100,0.001100,0.001700
19780303,0.001300,0.000000,0.002400
19780306,-0.005400,0.001800,0.002300
19780307,0.004700,-0.000800,-0.001500
19780308,0.004900,-0.000500,-0.001500
19780309,0.002000,0.003300,-0.000300
19780310,0.010400,-0.001000,-0.003300
19780313,0.001000,0.000200,0.000500
19780314,0.004000,-0.002100,-0.000300
19780315,-0.001800,0.003800,0.001700
19780316,0.004300,0.003200,-0.000600
19780317,0.007300,0.000200,-0.002200
19780320,0.005800,-0.001300,-0.001900
19780321,-0.009700,0.005100,0.004900
19780322,-0.002600,0.002700,0.001300
19780323,-0.000500,0.004400,0.000900
19780327,-0.004300,0.005300,0.002400
19780328,0.006200,0.000000,-0.000500
19780329,0.002000,0.003900,0.000900
19780330,-0.002300,0.003400,0.002300
19780331,-0.002300,0.001100,0.002700
19780403,-0.007100,0.001000,0.002500
19780404,0.003800,0.000700,-0.000900
19780405,0.008100,0.000800,-0.001900
19780406,0.002400,0.002200,-0.000800
19780407,0.004700,0.002600,-0.003900
19780410,0.003100,-0.001100,-0.000600
19780411,-0.002100,0.001800,0.000500
19780412,-0.000300,0.003800,0.002400
19780413,0.009700,0.001900,-0.004900
19780414,0.018600,-0.006400,-0.005900
19780417,0.013900,-0.009700,-0.007800
19780418,-0.010300,0.003100,0.002800
19780419,0.003600,0.000200,-0.000800
19780420,0.007200,0.000500,-0.002500
19780421,-0.001000,0.004700,0.000600
19780424,0.012400,-0.005100,-0.003800
19780425,0.007700,-0.003500,-0.005900
19780426,0.001700,0.000300,-0.000300
19780427,-0.008600,0.006000,0.002000
19780428,0.008700,-0.000500,-0.003500
19780501,0.008400,-0.001300,-0.003300
19780502,-0.002600,0.002400,0.002200
19780503,-0.007300,0.007400,0.003300
19780504,-0.000500,0.004600,0.000500
19780505,0.006800,0.003600,-0.002300
19780508,-0.002600,0.003700,-0.000300
19780509,-0.001700,0.002700,-0.001100
19780510,0.000900,0.004200,-0.000800
19780511,0.011200,-0.000900,-0.006300
19780512,0.008300,0.001600,-0.004600
19780515,0.005900,-0.001500,-0.002700
19780516,0.006700,0.000200,-0.002300
19780517,0.002900,0.002700,0.001500
19780518,-0.007500,0.006200,0.004300
19780519,-0.004400,0.004700,0.001400
19780522,0.008300,-0.003100,-0.002500
19780523,-0.008500,0.001800,0.003800
19780524,-0.009800,-0.000800,0.004000
19780525,-0.001800,0.003500,-0.000200
19780526,-0.001600,0.002800,-0.001200
19780530,0.002300,-0.000300,-0.000600
19780531,0.004000,-0.001300,0.000600
19780601,0.001100,0.000100,-0.000700
19780602,0.007400,-0.000200,-0.002600
19780605,0.016000,-0.005400,-0.006100
19780606,0.004300,0.000200,0.001200
19780607,-0.001400,0.003300,0.001000
19780608,0.002100,0.005000,0.001400
19780609,-0.001400,0.006900,-0.000400
19780612,-0.002800,0.002900,0.001200
19780613,0.000800,0.001700,-0.001600
19780614,-0.000600,0.005300,0.000000
19780615,-0.009600,0.004400,0.000700
19780616,-0.008500,0.002400,0.002300
19780619,-0.001900,-0.004200,0.000200
19780620,-0.009500,0.000400,0.004400
19780621,-0.006500,-0.005000,0.001700
19780622,0.002100,-0.000800,0.001300
19780623,-0.002800,0.004700,0.002300
19780626,-0.012700,-0.001900,0.003800
19780627,0.002100,-0.006100,-0.003300
19780628,0.003700,-0.000500,-0.000400
19780629,0.002100,0.002600,-0.000100
19780630,-0.000700,0.001700,-0.000200
19780703,-0.003100,0.002900,0.000600
19780705,-0.008700,-0.000200,0.000300
19780706,-0.000300,-0.003700,-0.001700
19780707,0.005700,-0.000500,-0.000600
19780710,0.003400,-0.001800,-0.002100
19780711,0.006000,-0.002600,0.000800
19780712,0.003500,0.000000,-0.000200
19780713,0.000200,0.001800,0.001300
19780714,0.012300,-0.003100,-0.005400
19780717,0.002400,0.001900,-0.000800
19780718,-0.007800,0.004500,0.003200
19780719,0.011000,-0.003800,-0.000900
19780720,0.000000,0.006200,-0.000500
19780721,-0.003200,0.002000,0.002300
19780724,-0.001000,0.000300,-0.001000
19780725,0.006800,-0.004100,0.000100
19780726,0.006000,0.001000,-0.003500
19780727,0.005200,0.002400,0.000800
19780728,0.004600,0.000700,0.000100
19780731,0.007100,-0.000800,-0.002400
19780801,0.001200,-0.000200,-0.000100
19780802,0.021300,-0.008100,-0.006200
19780803,0.004300,-0.003100,0.000800
19780804,0.004300,-0.001700,0.000900
19780807,-0.001700,0.006200,-0.001200
19780808,0.004800,0.001400,-0.003300
19780809,0.005200,0.004800,-0.001900
19780810,-0.005900,0.006500,0.003000
19780811,0.003300,0.002500,0.001700
19780814,0.000900,0.003400,0.001600
19780815,-0.001400,0.001000,0.001500
19780816,0.007200,0.002000,-0.004300
19780817,0.005600,0.004100,-0.002300
19780818,-0.002300,0.005000,0.001700
19780821,-0.008000,0.000800,0.003500
19780822,0.002900,0.000500,-0.001700
19780823,0.006100,0.002100,-0.003600
19780824,0.002700,0.005400,0.001700
19780825,0.000500,0.005000,-0.000200
19780828,-0.007200,0.003900,0.002200
19780829,-0.005800,0.002700,0.002300
19780830,0.001500,0.002400,-0.001700
19780831,-0.002000,0.001600,0.000100
19780901,0.004000,-0.002100,0.000600
19780905,0.005300,-0.004500,-0.001400
19780906,0.008400,0.000500,-0.001700
19780907,0.001200,0.004300,0.000200
19780908,0.012500,-0.002000,-0.001700
19780911,0.002100,0.004000,0.001200
19780912,0.000700,0.001100,0.000000
19780913,-0.005500,0.005100,0.002800
19780914,-0.010600,0.002600,0.004100
19780915,-0.009500,0.000800,0.001900
19780918,-0.010700,-0.003500,0.002700
19780919,-0.007500,-0.005500,0.003300
19780920,-0.009400,-0.006000,0.004100
19780921,-0.000400,-0.004100,0.000100
19780922,0.000300,0.003000,-0.000400
19780925,-0.000300,-0.000500,0.001200
19780926,0.006900,0.000200,-0.001000
19780927,-0.008700,0.002700,0.002500
19780928,0.002100,-0.001500,0.000400
19780929,0.004900,0.000800,-0.000300
19781002,0.003200,-0.000900,-0.000400
19781003,-0.003100,0.000200,0.001300
19781004,0.003800,-0.004800,0.000400
19781005,0.002200,0.001900,0.000900
19781006,0.002300,0.001700,-0.000600
19781009,0.009200,-0.003600,-0.001900
19781010,-0.001400,0.002600,0.000500
19781011,0.008600,-0.006900,-0.003300
19781012,-0.004700,0.006800,0.000700
19781013,-0.002900,0.002000,0.001000
19781016,-0.018200,0.001300,0.003600
19781017,-0.017100,-0.013200,0.001200
19781018,-0.009900,-0.008500,0.000800
19781019,-0.013200,-0.003900,0.003900
19781020,-0.017900,-0.020000,0.000800
19781023,-0.002500,-0.014500,-0.001500
19781024,-0.005800,0.003800,0.003400
19781025,-0.002200,0.002400,0.000100
19781026,-0.017300,-0.017600,0.006300
19781027,-0.019700,-0.015900,-0.000400
19781030,0.000000,-0.030900,-0.007700
19781031,-0.018100,0.002400,0.007300
19781101,0.041200,0.006900,-0.017000
19781102,-0.009200,0.012000,0.002400
19781103,0.005600,0.003400,-0.001300
19781106,-0.008000,0.007200,0.003600
19781107,-0.015800,-0.009500,0.005300
19781108,0.004200,-0.003900,-0.005700
19781109,0.001400,0.005300,-0.000100
19781110,0.004900,0.004000,-0.000200
19781113,-0.016700,-0.000800,0.004400
19781114,-0.010200,-0.013700,0.001900
19781115,0.002900,0.002400,-0.002600
19781116,0.010100,-0.004200,-0.004800
19781117,0.009500,0.005900,-0.003300
19781120,0.009100,0.001900,-0.002300
19781121,-0.001300,0.004200,-0.000300
19781122,0.005900,0.003300,-0.001700
19781124,0.004700,0.003200,-0.002200
19781127,0.002500,0.000100,-0.001700
19781128,-0.008000,0.002700,0.003600
19781129,-0.013900,0.001200,0.004300
19781130,0.009000,-0.002000,-0.004200
19781201,0.015700,0.001300,-0.006800
19781204,0.000100,0.002900,-0.000700
19781205,0.012400,-0.001800,-0.003600
19781206,0.001700,0.002500,0.001600
19781207,-0.003900,0.003700,-0.000400
19781208,-0.004300,0.002100,0.004200
19781211,0.004300,-0.001600,-0.003100
19781212,-0.005200,0.002100,0.003000
19781213,-0.005900,0.001800,0.000200
19781214,-0.000300,-0.000600,0.000200
19781215,-0.007400,0.000500,0.001400
19781218,-0.022300,-0.007900,0.006000
19781219,0.007200,-0.003200,-0.007100
19781220,0.004100,0.002200,-0.003100
19781221,0.000500,0.003400,-0.002000
19781222,0.016600,-0.001700,-0.006100
19781226,0.009800,-0.003700,-0.008200
19781227,-0.008400,0.002000,0.003100
19781228,-0.004000,0.000600,-0.001800
19781229,-0.001300,0.007000,0.001000
19790102,0.005900,-0.001800,0.004600
19790103,0.011200,0.003600,-0.000600
19790104,0.009400,0.004200,0.000200
19790105,0.006500,0.006300,-0.000400
19790108,-0.002800,0.000500,0.000900
19790109,0.005100,0.003400,0.000200
19790110,-0.005500,0.003200,0.002100
19790111,0.004200,-0.000400,-0.003800
19790112,0.007500,0.003600,-0.002200
19790115,0.006500,-0.001200,-0.001100
19790116,-0.011300,0.002500,0.005700
19790117,-0.000800,-0.002200,0.002300
19790118,0.004000,0.004900,0.000900
19790119,-0.000200,0.004100,0.002400
19790122,0.000500,-0.000900,-0.001300
19790123,0.006300,-0.000100,0.001500
19790124,-0.003600,0.000600,0.003100
19790125,0.009300,-0.003100,-0.000100
19790126,0.006400,-0.000700,0.000800
19790129,-0.002400,0.001300,0.001700
19790130,-0.003500,0.002400,0.002200
19790131,-0.011300,0.004000,0.002200
19790201,0.000400,-0.001900,-0.000400
19790202,-0.003300,0.004800,0.000700
19790205,-0.013100,-0.000900,0.002700
19790206,-0.000300,-0.001800,0.002000
19790207,-0.009500,-0.003400,0.002500
19790208,0.005200,0.001500,-0.001300
19790209,0.002500,0.003200,0.000300
19790212,0.002500,-0.002000,-0.002500
19790213,0.007400,0.001700,-0.000600
19790214,-0.001400,0.000400,0.002400
19790215,-0.000700,0.002700,-0.001200
19790216,0.000300,0.003200,0.000900
19790220,0.005800,-0.002700,-0.001800
19790221,-0.002800,0.002400,0.002300
19790222,-0.005700,0.002900,0.001300
19790223,-0.005700,0.001800,0.001500
19790226,-0.001400,0.000600,-0.000600
19790227,-0.017000,-0.005500,0.004700
19790228,0.000900,-0.002300,-0.000900
19790301,0.006700,-0.000500,0.000200
19790302,0.001200,0.003300,0.000000
19790305,0.011000,-0.003100,-0.000600
19790306,-0.002300,0.001500,0.006200
19790307,0.006400,0.001000,0.001500
19790308,0.010100,-0.000500,-0.000700
19790309,0.000300,0.000800,0.000700
19790312,0.001500,0.001300,-0.001600
19790313,0.002300,0.002500,-0.001000
19790314,-0.000700,0.002100,-0.000400
19790315,0.001700,0.000500,0.001700
19790316,0.007400,0.000000,-0.003100
19790319,0.003500,-0.000400,-0.000400
19790320,-0.005300,0.002900,0.000300
19790321,0.006600,-0.001100,-0.003600
19790322,0.004000,0.001200,-0.001700
19790323,-0.000200,0.005100,0.000800
19790326,-0.005000,0.001700,0.002200
19790327,0.013000,-0.005000,-0.004300
19790328,-0.003600,0.004100,0.000900
19790329,-0.000300,0.005100,-0.002700
19790330,-0.003100,0.006500,-0.000200
19790402,-0.006800,0.002400,0.001600
19790403,0.013400,-0.002900,-0.001400
19790404,0.003000,0.000100,0.001200
19790405,0.005500,-0.000400,-0.001400
19790406,-0.000600,0.000800,0.000900
19790409,-0.003000,0.001500,0.000800
19790410,0.004500,-0.000400,0.001800
19790411,-0.009000,0.003800,0.004000
19790412,-0.002400,0.003500,0.003000
19790416,-0.008700,0.000100,0.001100
19790417,-0.000800,-0.001000,0.000200
19790418,0.004900,0.002900,-0.000300
19790419,-0.003800,0.003700,-0.000600
19790420,0.000100,0.001800,-0.001200
19790423,0.003000,0.000100,-0.002200
19790424,0.005200,-0.000300,-0.000500
19790425,0.003200,0.001000,-0.000100
19790426,-0.004800,0.003600,0.002600
19790427,-0.002500,0.001800,0.001300
19790430,-0.000700,-0.001200,-0.000400
19790501,-0.000200,0.000600,0.000900
19790502,0.000500,0.001700,-0.000900
19790503,0.000200,0.001200,-0.001800
19790504,-0.009700,0.002000,0.002400
19790507,-0.018200,-0.008200,0.003300
19790508,-0.000200,-0.007200,-0.001600
19790509,0.003300,0.002200,0.002100
19790510,-0.008900,0.001200,0.002300
19790511,0.001200,0.000200,0.000200
19790514,-0.004800,0.001800,0.000100
19790515,0.000700,-0.000600,0.002200
19790516,0.002200,-0.002000,0.000500
19790517,0.014700,-0.004600,0.000900
19790518,0.000800,0.003800,0.000000
19790521,0.003000,0.001900,-0.001600
19790522,0.004600,-0.000100,-0.001000
19790523,-0.003900,0.005200,0.000400
19790524,0.001300,0.001500,0.000400
19790525,0.002900,0.002500,0.000300
19790529,-0.001800,0.000200,0.000400
19790530,-0.009400,-0.000600,0.002200
19790531,0.000100,0.003200,0.007300
19790601,0.001000,0.001600,-0.001200
19790604,0.001800,-0.000300,0.003500
19790605,0.011800,-0.001500,-0.003700
19790606,0.006600,-0.001000,-0.002400
19790607,0.005700,-0.000300,-0.000300
19790608,-0.002000,0.003800,0.005400
19790611,0.002600,0.001400,-0.000300
19790612,0.009000,-0.000800,0.001400
19790613,-0.003500,0.005100,0.005500
19790614,-0.001900,-0.000800,0.001100
19790615,0.000500,0.000900,-0.001400
19790618,-0.005700,0.001500,0.002100
19790619,0.000200,-0.000400,0.002800
19790620,0.001400,0.003800,0.001200
19790621,0.003900,0.001400,-0.001700
19790622,0.004400,-0.001200,-0.000700
19790625,-0.005200,-0.001500,0.001300
19790626,-0.004400,0.000800,0.001900
19790627,0.005600,-0.000900,-0.000900
19790628,0.005400,-0.000400,0.000400
19790629,0.000200,-0.000500,-0.000300
19790702,-0.009100,-0.000600,0.004800
19790703,0.001400,0.000400,0.002800
19790705,0.003700,0.001900,0.000800
19790706,0.010400,-0.003000,-0.002600
19790709,0.007800,-0.004100,0.002200
19790710,-0.003100,0.001800,0.001000
19790711,-0.006000,0.004100,0.002100
19790712,-0.007600,0.005000,0.003500
19790713,-0.003400,0.001300,0.001200
19790716,0.004100,-0.001400,-0.000200
19790717,-0.009700,-0.000800,0.005200
19790718,-0.002900,-0.003300,-0.001300
19790719,-0.000100,0.005000,0.001100
19790720,0.002500,0.000400,-0.002100
19790723,-0.002900,0.001100,-0.000400
19790724,0.003100,-0.000100,-0.000100
19790725,0.010500,-0.002700,-0.002000
19790726,0.001100,0.003100,0.000200
19790727,0.001200,0.003800,0.000500
19790730,0.001300,0.001300,-0.001100
19790731,0.005900,-0.001000,0.000200
19790801,0.003500,0.002500,-0.001800
19790802,0.000500,0.003500,-0.002400
19790803,-0.000800,0.000500,0.001600
19790806,0.002000,-0.001600,-0.001700
19790807,0.011700,-0.003600,-0.005000
19790808,0.003300,0.000600,-0.001300
19790809,-0.002900,0.004300,0.000900
19790810,0.008000,-0.001100,-0.005400
19790813,0.008600,-0.001400,-0.002300
19790814,0.001500,0.001600,0.003300
19790815,0.006900,0.001200,-0.001600
19790816,-0.002000,0.000900,-0.000300
19790817,0.002400,-0.000600,0.001500
19790820,0.004800,-0.001200,-0.000400
19790821,0.000200,0.001200,0.000000
19790822,0.001500,0.002300,0.000400
19790823,-0.002800,0.003900,0.001400
19790824,0.000000,-0.000900,0.002400
19790827,0.005300,-0.002800,0.001000
19790828,-0.001000,0.001600,-0.000400
19790829,0.000100,0.003000,-0.001000
19790830,-0.000200,0.002900,-0.001000
19790831,0.003100,0.002600,-0.002200
19790904,-0.016100,0.001500,0.003200
19790905,-0.012500,-0.007700,0.002000
19790906,0.004700,0.002600,-0.001100
19790907,0.007600,-0.001200,0.002200
19790910,0.004700,-0.000600,0.000500
19790911,-0.006800,0.001600,0.000500
19790912,0.003100,0.000900,-0.001900
19790913,0.000300,0.004300,-0.004900
19790914,0.009100,0.000100,-0.003500
19790917,-0.001100,-0.000600,-0.001700
19790918,-0.007600,0.000100,0.000000
19790919,0.002100,-0.000600,-0.000500
19790920,0.016700,-0.012500,-0.003100
19790921,-0.000500,0.002400,0.000400
19790924,-0.007900,0.003000,-0.001500
19790925,0.000100,-0.002700,-0.001600
19790926,0.002200,0.001000,0.000100
19790927,0.001000,0.001000,0.000100
19790928,-0.006900,0.005100,0.001900
19791001,-0.005800,0.003300,-0.001800
19791002,0.007800,-0.002700,-0.001100
19791003,0.001300,0.003500,-0.002000
19791004,0.005500,0.000400,0.000100
19791005,0.008500,-0.000800,-0.000200
19791008,-0.012400,-0.000300,-0.000200
19791009,-0.034400,-0.012900,0.000100
19791010,-0.019200,-0.026900,-0.004400
19791011,-0.000200,0.007300,0.000100
19791012,-0.003100,0.007300,0.000300
19791015,-0.012300,-0.006400,0.000400
19791016,-0.002100,0.000200,0.000800
19791017,0.003000,0.002600,-0.001300
19791018,0.001800,0.000400,-0.000200
19791019,-0.020900,-0.000500,0.003700
19791022,-0.014300,-0.016200,-0.003700
19791023,-0.003700,-0.000500,-0.002600
19791024,0.002100,0.001200,-0.001300
19791025,-0.003400,0.002500,0.001800
19791026,0.006400,0.002500,-0.002300
19791029,0.001600,0.000400,-0.001000
19791030,0.017700,-0.005100,-0.007300
19791031,-0.006200,0.005700,0.001700
19791101,0.007900,-0.001600,-0.002100
19791102,0.001700,0.002800,-0.001500
19791105,-0.006800,0.001100,-0.000200
19791106,-0.006100,0.001900,0.000700
19791107,-0.012400,0.000600,0.002400
19791108,0.005300,-0.001100,-0.003800
19791109,0.012300,-0.000700,-0.001400
19791112,0.017100,-0.007600,-0.003000
19791113,-0.003600,0.003200,0.002600
19791114,0.003700,0.001200,-0.002500
19791115,0.007400,0.002300,-0.004800
19791116,-0.001800,0.000400,-0.000500
19791119,0.004100,0.000300,-0.003900
19791120,-0.004800,0.004600,-0.002100
19791121,0.000800,-0.002300,-0.001900
19791123,0.007600,0.000700,-0.003100
19791126,0.021100,-0.002800,-0.004000
19791127,-0.001900,0.007600,0.002900
19791128,0.004100,0.004000,-0.003400
19791129,0.000700,0.005200,-0.001900
19791130,-0.004900,0.005400,0.000600
19791203,-0.003000,0.001400,0.001900
19791204,0.008300,-0.002000,-0.004200
19791205,0.005000,0.002700,-0.003700
19791206,0.006900,0.002000,-0.001900
19791207,-0.003500,0.006700,-0.000800
19791210,0.002300,0.000600,-0.000300
19791211,-0.002200,0.001100,0.000600
19791212,0.000600,0.005500,-0.003300
19791213,0.001400,0.002400,-0.004800
19791214,0.010500,-0.002000,-0.004000
19791217,0.004400,0.000600,-0.002400
19791218,-0.009200,0.003000,0.005300
19791219,-0.001400,0.001400,-0.000600
19791220,0.001300,0.002600,-0.000200
19791221,-0.006100,0.005800,0.000200
19791224,0.000400,0.000000,0.001800
19791226,0.000900,0.000100,0.000300
19791227,0.000700,0.001400,-0.001000
19791228,0.000300,0.003700,-0.001000
19791231,0.000500,0.002800,-0.001000
19800102,-0.020500,0.001800,0.010700
